"","gbifID","accessRights","bibliographicCitation","language","license","modified","publisher","references","rightsHolder","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory"
"234",1224526210,"","","","CC_BY_NC_4_0","2017-02-16T00:00:00Z",NA,"","","","","","","LD","General","","","PRESERVED_SPECIMEN","","","","LD:General:1800497","1800497","","R. Spruce","",1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1851-05",NA,NA,NA,1851,5,NA,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","","Amazon River: southern shore at mouth of Rio Solimões","","",NA,NA,NA,NA,NA,"",-3.125,-59.877778,NA,NA,NA,"RT90",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","SYNTYPE","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"Crudia amazonica",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","ICN","ACCEPTED","",NA,"aab0cf80-0c64-11dd-84d1-b8a03c50a862","SE","2024-02-03T03:14:47.245Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica","Crudia amazonica Spruce ex Benth.","EML","2024-02-03T03:14:47.245Z","2024-02-03T03:01:43.541Z","true",NA,"","false","LATIN_AMERICA","EUROPE","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.19_2","Careiro da Várzea","","","LC"
"235",1224526166,"","","","CC_BY_NC_4_0","2017-02-16T00:00:00Z",NA,"","","","","","","LD","General","","","PRESERVED_SPECIMEN","","","","LD:General:1800369","1800369","","R. Spruce","",1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1850-05",NA,NA,NA,1850,5,NA,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Pará","","","Santarém","","",NA,NA,NA,NA,NA,"",-2.425,-54.716111,NA,NA,NA,"RT90",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","SYNTYPE","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"Crudia amazonica",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","ICN","ACCEPTED","",NA,"aab0cf80-0c64-11dd-84d1-b8a03c50a862","SE","2024-02-03T03:14:47.013Z",NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica","Crudia amazonica Spruce ex Benth.","EML","2024-02-03T03:14:47.013Z","2024-02-03T03:01:43.541Z","true",NA,"","false","LATIN_AMERICA","EUROPE","BRA","Brazil","BRA.14_1","Pará","BRA.14.114_2","Santarém","","","LC"
"236",1144644315,"","","","CC_BY_NC_4_0","",NA,"","","","","","","G","Geneva Herbarium – General Collection (G)","","","PRESERVED_SPECIMEN","","","","","G-G-271472/2","","Spruce, R. (Coll. Boissier et Barbey-Boissier)","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","","","","Pará - In vicinibus Santarem, Prov. Parà/Estado do Pará","","",NA,NA,NA,NA,NA,"",-5.64861,-52.53,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","ISOSYNTYPE","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21","CH","2024-01-25T16:16:25.118Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Benth.","Crudia amazonica Benth.","BIOCASE","2024-01-25T16:16:25.118Z","2023-01-07T22:57:28.492Z","true",NA,"","false","LATIN_AMERICA","EUROPE","BRA","Brazil","BRA.14_1","Pará","BRA.14.120_2","São Félix do Xingu","","","LC"
"237",1144644313,"","","","CC_BY_NC_4_0","",NA,"","","","","","","G","Geneva Herbarium – General Collection (G)","","","PRESERVED_SPECIMEN","","","","","G-G-271469/1","","Spruce, R. (Coll. Boissier et Barbey-Boissier)","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","","","","Amazonas - Ad oram meridionalem Rio Negro, usque ad concursum flum. Solimoes","","",NA,NA,NA,NA,NA,"",-4.14444,-65.08583,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","ISOSYNTYPE","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21","CH","2024-01-25T16:16:37.803Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Benth.","Crudia amazonica Benth.","BIOCASE","2024-01-25T16:16:37.803Z","2023-01-07T22:57:28.492Z","true",NA,"","false","LATIN_AMERICA","EUROPE","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.58_2","Tefé","","","LC"
"238",1144644311,"","","","CC_BY_NC_4_0","",NA,"","","","","","","G","Geneva Herbarium – General Collection (G)","","","PRESERVED_SPECIMEN","","","","","G-G-271474/3","","Spruce, R. (Coll. Boissier et Barbey-Boissier)","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","","","","Pará - In vicinibus Santarem, Prov. Parà/Estado do Pará","","",NA,NA,NA,NA,NA,"",-5.64861,-52.53,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","ISOSYNTYPE","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21","CH","2024-01-25T16:16:37.607Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Benth.","Crudia amazonica Benth.","BIOCASE","2024-01-25T16:16:37.607Z","2023-01-07T22:57:28.492Z","true",NA,"","false","LATIN_AMERICA","EUROPE","BRA","Brazil","BRA.14_1","Pará","BRA.14.120_2","São Félix do Xingu","","","LC"
"239",1144644301,"","","","CC_BY_NC_4_0","",NA,"","","","","","","G","Geneva Herbarium – General Collection (G)","","","PRESERVED_SPECIMEN","","","","","G-G-271472/1","","Spruce, R. (Coll. De Candolle)","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","","","","Pará - In vicinibus Santarem, Prov. Parà/Estado do Pará","","",NA,NA,NA,NA,NA,"",-5.64861,-52.53,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","ISOSYNTYPE","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21","CH","2024-01-25T16:16:42.691Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Benth.","Crudia amazonica Benth.","BIOCASE","2024-01-25T16:16:42.691Z","2023-01-07T22:57:28.492Z","true",NA,"","false","LATIN_AMERICA","EUROPE","BRA","Brazil","BRA.14_1","Pará","BRA.14.120_2","São Félix do Xingu","","","LC"
"240",1135825061,"","","pt","CC_BY_NC_4_0","2024-01-01T15:03:21Z",NA,"","UPCB - Herbário do Departamento de Botânica","Collection","","","","UFPR","UPCB","UPCB - Herbário do Departamento de Botânica","Universidade Federal do Paraná","PRESERVED_SPECIMEN","","","","BRA:UFPR:UPCB:82247","82247","8593","Amorim, A.","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","Árvore ca. 5m alt. Folíolos verdes, algo discolores, a face superior mais escura. Frutos imaturos castanhos. Habitat: Floresta Ombrófila Densa, margem de igarapé. Habitat: Floresta Ombrófila Densa, margem de igarapé",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","2014-04-15",NA,105,105,2014,4,15,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","Barcelos","Rio Negro. Matas de Igapó ao longo do rio.","","",NA,NA,NA,NA,NA,"",-1.354444,-62.059167,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Lima, H.C. (fide RB)",NA,"2015-10-01T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"a51fa32f-831d-49d6-8b8a-c7b52ae65b3b","BR","2024-02-01T15:02:53.217Z",35,15,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica","","EML","2024-02-01T15:02:53.217Z","2024-02-01T15:01:45.506Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.8_2","Barcelos","","","LC"
"241",1123923518,"","","pt","CC_BY_4_0","",NA,"","","","Grupo de Ecologia, Monitoramento e Uso Sustentável de Áreas Úmidas (MAUA)","","","","","","","HUMAN_OBSERVATION","","","","MAUA:Arvore:030016","","","","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"","Floresta de Igapó","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","Novo Airão","Brasil, Amazonas, Novo Airão, PARNA Jaú","","",NA,NA,NA,NA,NA,"",-1.50099,-61.37113,30,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"29e918af-f94b-4de1-bc5f-7811b0a001c9","BR","2024-01-24T16:56:20.390Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-24T16:56:20.390Z","2023-01-07T23:07:38.837Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.44_2","Novo Airão","","","LC"
"242",1123923448,"","","pt","CC_BY_4_0","",NA,"","","","Grupo de Ecologia, Monitoramento e Uso Sustentável de Áreas Úmidas (MAUA)","","","","","","","HUMAN_OBSERVATION","","","","MAUA:Arvore:010022","","","","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"","Floresta de Igapó","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","Novo Airão","Brasil, Amazonas, Novo Airão, PARNA Jaú","","",NA,NA,NA,NA,NA,"",-1.49993,-61.37239,30,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"29e918af-f94b-4de1-bc5f-7811b0a001c9","BR","2024-01-24T16:56:21.921Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica Spruce ex Benth.","","EML","2024-01-24T16:56:21.921Z","2023-01-07T23:07:38.837Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.44_2","Novo Airão","","","LC"
"243",1095270100,"","","pt","CC_BY_NC_4_0","2022-08-17T13:49:57Z",NA,"","EAFM - Herbário do Instituto Federal de Educação, Ciência e Tecnologia do Amazonas","Collection","","","","Instituto Federal de Educação, Ciência e Tecnologia","EAFM","EAFM - Herbário do Instituto Federal de Educação, Ciência e Tecnologia do Amazonas","Instituto Federal de Educação, Ciência e Tecnologia","PRESERVED_SPECIMEN","","","","BRA:IFAM:EAFM:7600","7600","340","Pedrollo, CT; Paredes de Lima, J","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","Árvore, 30 m, 40 cm DAP.&nf;Folhas danificadas com manchas esparsas. Ritidoma cinza e levemente escamante; casca viva vinho; alburno creme-avermelhado.&nf;Utilizada para combater vermes (informante: Juquenga); Restinga ; HA",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","2012-12-16",NA,351,351,2012,12,16,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Roraima","","Rorainopolis","Itaquera, Beira do rio, em frente a casa de Rozan.","","",NA,NA,NA,NA,NA,"",-1.110977,-61.584211,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Ramos, JF; Pedrollo, CT",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"7aeb3ded-7443-4512-95f7-2ec7ab0f308c","BR","2024-02-01T22:33:15.579Z",42,0,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica","","EML","2024-02-01T22:33:15.579Z","2024-02-01T22:31:18.390Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.23_1","Roraima","BRA.23.12_2","Rorainópolis","","","LC"
"244",1094280432,"","","pt","CC_BY_NC_4_0","2014-08-26T21:21:26Z",NA,"","HFSL - Herbário Dr. Ary Tupinambá Penna Pinheiro","Collection","","","","Faculdade São Lucas","HFSL","HFSL - Herbário Dr. Ary Tupinambá Penna Pinheiro","Faculdade São Lucas","PRESERVED_SPECIMEN","","","","BRA:FSL:HFSL:3079","3079","5177","Thomas, W.W.; Mota, C.D.A. da & Lima, E.F. da","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","Tree, 5-7 m. Leaves lustrous green above, pale dull green beneath. Fruit puberulent, pale olive green. Várzea forest and stream bank vegetation. ; DE",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1986-06-18",NA,169,169,1986,6,18,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Rondônia","","Porto Velho","Represa de Samuel, Represa Samuel, along igarapé Japiim, ca. 2 hours upstream from dam by boat.","","",NA,NA,NA,NA,NA,"",-8.816667,-63.333333,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","Barneby, R.C.",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"5a0f2fe0-5516-4dc2-87df-6664c14249e0","BR","2024-01-24T18:35:37.664Z",0,0,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica","","EML","2024-01-24T18:35:37.664Z","2024-01-24T13:55:25.653Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.22_1","Rondônia","BRA.22.11_2","Candeias do Jamari","","","LC"
"245",1090542292,"","","pt","CC_BY_NC_4_0","2023-09-15T18:15:46Z",NA,"","IAC - Herbário do Instituto Agronômico de Campinas","Collection","","","","IAC","IAC","IAC - Herbário do Instituto Agronômico de Campinas","Instituto Agronômico de Campinas","PRESERVED_SPECIMEN","","","","BRA:IAC:IAC:12480","12480","2633","G.A. Black","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PRESENT","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,"","1948-05-07",NA,128,128,1948,5,7,"","","",NA,"",NA,"","","",NA,"","SOUTH_AMERICA",NA,NA,NA,"BR","Amazonas","","São Gabriel da Cachoeira","Porto de Içana, acima de Tunuí","","",NA,NA,NA,NA,NA,"",1.083333,-67.58333,NA,NA,NA,"",NA,"",NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","W.A. Ducke",NA,"1948-09-02T00:00:00",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"Crudia amazonica Spruce ex Benth.",NA,NA,"",NA,NA,NA,"","Plantae","Tracheophyta","Magnoliopsida","Fabales",NA,"Fabaceae",NA,NA,NA,"Crudia","Crudia",NA,NA,"amazonica",NA,NA,"SPECIES","","","","ACCEPTED","",NA,"1064b787-c882-493e-b17d-4ffba363b776","BR","2024-02-01T22:34:49.264Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","","true","false",2974634,2974634,6,7707728,220,1370,5386,2974579,NA,2974634,"Crudia amazonica","Crudia amazonica Spruce ex Benth.","Crudia amazonica","","EML","2024-02-01T22:34:49.264Z","2024-02-01T22:31:20.081Z","false",NA,"","false","LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.4_1","Amazonas","BRA.4.52_2","São Gabriel da Cachoeira","","","LC"
