"Phy","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count"
"Desmodium cuneatum",0,0,0,0,0,NA,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,NA,0.483870968,0.06779661,0,"Desmodium cuneatum","Desmodium cuneatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,783
"Desmodium cuspidatum",0,1,0,0,1.06e+12,36.86744811,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,36.86744811,0,0,0,"Desmodium cuspidatum","Desmodium cuspidatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1140
"Desmodium dichotomum",1,1,1,7.52e+11,8.26e+12,17.33891109,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,17.33891109,0,0,3,"Desmodium dichotomum","Desmodium dichotomum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,1,0,"Y","N",0,NA,0,759
"Desmodium discolor",1,0,3,1.4e+12,0,NA,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,NA,1,0,0,"Desmodium discolor","Desmodium discolor","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1532
"Desmodium distortum",1,1,2,59181546291,5.33e+11,3.08548066,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,3.08548066,1,0,1,"Desmodium distortum","Desmodium distortum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,740
"Desmodium dregeanum",0,1,0,0,7.24e+12,-17.64091602,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,17.64091602,1,0,0,"Desmodium dregeanum","Desmodium dregeanum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,728
"Desmodium elegans",1,1,1,2.31e+11,5.76e+12,27.40509156,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,27.40509156,1,0,1,"Desmodium elegans","Desmodium elegans","Encyclopedia of Life",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,31240
"Desmodium filiforme",0,1,0,0,1.08e+13,-8.51231658,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,8.51231658,0,1,0,"Desmodium filiforme","Desmodium filiforme","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,917
"Desmodium flagellare",0,1,0,0,5.61e+12,-23.16077529,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,23.16077529,0.483870968,0.06779661,0,"Desmodium flagellare","Desmodium flagellare","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,734
"Desmodium gangeticum",1,1,8,23877630652,4.05e+13,8.72706435,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,8.72706435,1,0,4,"Desmodium gangeticum","Desmodium gangeticum","Freebase",0.988,2,TRUE,TRUE,FALSE,FALSE,4,3,0,"Y","N",0,NA,0,740
"Desmodium glabrum",0,1,0,0,1.28e+11,12.839712,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,12.839712,1,1,0,"Desmodium glabrum","Desmodium glabrum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,936
"Desmodium glutinosum",0,1,0,0,1.73e+13,45.49505463,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,45.49505463,0,0,0,"Desmodium glutinosum","Desmodium glutinosum","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,783
"Desmodium grahamii",0,1,0,0,1.29e+12,32.86823684,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,32.86823684,0,0,0,"Desmodium grahamii","Desmodium grahamii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,803
"Desmodium grandiflorum",0,0,0,0,0,NA,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,NA,0.483870968,0.06779661,0,"Desmodium grandiflorum","Desmodium grandiflorum","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2221
"Desmodium heterocarpon",1,1,6,1.52e+12,1.87e+13,12.71907338,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,12.71907338,1,0,0,"Desmodium heterocarpon","Desmodium heterocarpon","Union 4",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N",0,NA,0,723
"Desmodium heterophyllum",1,1,1,19318630193,1.25e+13,11.86488966,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,11.86488966,1,0,2,"Desmodium heterophyllum","Desmodium heterophyllum","Encyclopedia of Life",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,941
"Desmodium hirtum",0,1,0,0,1.56e+13,2.19786645,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,2.19786645,0,0,2,"Desmodium hirtum","Desmodium hirtum","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1064
"Desmodium hookerianum",0,1,0,0,3.03e+11,18.81953829,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,18.81953829,0,1,0,"Desmodium hookerianum","Desmodium hookerianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,769
"Desmodium illinoense",0,1,0,0,1.63e+12,41.11733227,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,41.11733227,0,0,0,"Desmodium illinoense","Desmodium illinoense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,724
"Desmodium infractum",0,1,0,0,1.28e+11,12.839712,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,12.839712,0.483870968,0.06779661,0,"Desmodium infractum","Desmodium infractum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,725
"Desmodium intortum",1,1,10,6.41e+12,1.22e+13,14.8355264,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,14.8355264,1,0,2,"Desmodium intortum","Desmodium intortum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,726
"Desmodium jucundum",0,1,0,0,66288514196,7.61235709,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,7.61235709,1,0,0,"Desmodium jucundum","Desmodium jucundum","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,748
"Desmodium laevigatum",0,1,0,0,2.46e+12,37.7593514,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,37.7593514,0,0,0,"Desmodium laevigatum","Desmodium laevigatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,836
"Desmodium laxiflorum",1,1,5,3.63e+12,1.67e+13,10.21270559,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,10.21270559,1,0,0,"Desmodium laxiflorum","Desmodium laxiflorum","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,746
"Desmodium leiocarpum",1,0,1,5.93e+11,0,NA,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,NA,0,0,1,"Desmodium leiocarpum","Desmodium leiocarpum","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,733
"Desmodium macrocarpum",0,1,0,0,1.73e+12,-22.57378083,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,22.57378083,0.483870968,0.06779661,0,"Desmodium macrocarpum","Desmodium macrocarpum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,867
"Desmodium marilandicum",0,1,0,0,2.18e+12,36.01161578,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,36.01161578,0,0,0,"Desmodium marilandicum","Desmodium marilandicum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,724
"Desmodium microphyllum",0,1,0,0,1.76e+13,10.02566695,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,10.02566695,1,0,3,"Desmodium microphyllum","Desmodium microphyllum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0,970
"Desmodium molliculum",0,1,0,0,1.28e+11,12.839712,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,12.839712,0,0.06779661,0,"Desmodium molliculum","Desmodium molliculum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,723
"Desmodium muelleri",0,1,0,0,5.61e+12,-23.16077529,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,23.16077529,0.483870968,0.06779661,0,"Desmodium muelleri","Desmodium muelleri","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1546
"Desmodium multiflorum",1,1,1,2055545262,9.8e+12,23.87644744,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,23.87644744,1,0,1,"Desmodium multiflorum","Desmodium multiflorum","Encyclopedia of Life",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,2249
"Desmodium nemorosum",0,1,0,0,5.76e+12,-4.749682,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,4.749682,1,0,0,"Desmodium nemorosum","Desmodium nemorosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,730
"Desmodium neomexicanum",1,1,1,1.08e+12,1.11e+12,26.21111657,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,26.21111657,0,0,0,"Desmodium neomexicanum","Desmodium neomexicanum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,728
"Desmodium nicaraguense",0,1,0,0,1.28e+11,12.839712,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,12.839712,1,0,0,"Desmodium nicaraguense","Desmodium nicaraguense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,745
"Desmodium nudiflorum",0,1,0,0,3.7e+12,36.94940619,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,36.94940619,0,0,0,"Desmodium nudiflorum","Desmodium nudiflorum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,755
"Desmodium oojeinense",1,1,1,7.95e+11,5.64e+12,24.43090765,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,24.43090765,1,0,6,"Desmodium oojeinense","Desmodium oojeinense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,723
"Desmodium paniculatum",0,1,0,0,3.75e+12,36.8420706,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,36.8420706,0,0,0,"Desmodium paniculatum","Desmodium paniculatum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,1147
"Desmodium pauciflorum",0,1,0,0,1.64e+12,34.76955392,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,34.76955392,0,0,0,"Desmodium pauciflorum","Desmodium pauciflorum","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,819
"Desmodium procumbens",1,1,7,4.27e+12,1.37e+12,17.58077973,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,17.58077973,0,1,0,"Desmodium procumbens","Desmodium procumbens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1900
"Desmodium renifolium",0,1,0,0,8.42e+12,18.7400084,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,18.7400084,1,0,0,"Desmodium renifolium","Desmodium renifolium","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,723
"Desmodium retinens",0,1,0,0,2.94e+11,34.29669616,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,34.29669616,0,0,0,"Desmodium retinens","Desmodium retinens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,728
"Desmodium rhytidophyllum",0,1,0,0,2.96e+12,-17.91833317,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,17.91833317,1,0,0,"Desmodium rhytidophyllum","Desmodium rhytidophyllum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,740
"Desmodium rotundifolium",0,1,0,0,2.15e+12,40.55959017,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,40.55959017,0,0,0,"Desmodium rotundifolium","Desmodium rotundifolium","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,829
"Desmodium rubrum",0,1,0,0,9.04e+11,17.41437083,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,17.41437083,1,0,0,"Desmodium rubrum","Desmodium rubrum","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4837
"Desmodium sandwicense",1,1,2,8.21e+11,16858731371,20.26898313,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,20.26898313,1,0,0,"Desmodium sandwicense","Desmodium sandwicense","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,751
"Desmodium scorpiurus",1,1,12,9.58e+12,6.51e+11,-1.778624,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,1.778624,0,0,1,"Desmodium scorpiurus","Desmodium scorpiurus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,736
"Desmodium sequax",1,1,1,2055545262,8.68e+12,11.54590913,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,11.54590913,1,0,2,"Desmodium sequax","Desmodium sequax","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,753
"Desmodium sessilifolium",0,1,0,0,2.04e+12,37.37005897,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,37.37005897,0,0,0,"Desmodium sessilifolium","Desmodium sessilifolium","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,734
"Desmodium setigerum",0,1,0,0,1.71e+13,-6.95396836,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,6.95396836,0,0,0,"Desmodium setigerum","Desmodium setigerum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,789
"Desmodium styracifolium",0,1,0,0,9.35e+12,10.02697589,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,10.02697589,1,0,2,"Desmodium styracifolium","Desmodium styracifolium","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,723
"Desmodium tanganyikense",0,1,0,0,6.56e+12,-9.33357325,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,9.33357325,0,0,0,"Desmodium tanganyikense","Desmodium tanganyikense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,723
"Desmodium tortuosum",1,1,28,2.92e+13,1.34e+13,13.2606484,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,13.2606484,1,0,4,"Desmodium tortuosum","Desmodium tortuosum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,861
"Desmodium trichocaulon",1,0,1,19318630193,0,NA,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,NA,0.483870968,0.06779661,0,"Desmodium trichocaulon","Desmodium trichocaulon","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,724
"Desmodium trichostachyum",0,1,0,0,8.54e+12,-8.21623865,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,8.21623865,0,0,0,"Desmodium trichostachyum","Desmodium trichostachyum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,723
"Desmodium triflorum",1,1,10,1.02e+12,4.04e+13,9.73691382,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,9.73691382,1,0,5,"Desmodium triflorum","Desmodium triflorum","Freebase",0.988,2,TRUE,TRUE,FALSE,FALSE,7,7,0,"Y","N",0,NA,0,759
"Desmodium uncinatum",1,1,6,7.27e+12,6.91e+11,3.81233789,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,3.81233789,1,0,1,"Desmodium uncinatum","Desmodium uncinatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,882
"Desmodium varians",0,1,0,0,2.83e+12,-34.37258831,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,34.37258831,0.483870968,0.06779661,0,"Desmodium varians","Desmodium varians","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1152
"Desmodium viridiflorum",0,1,0,0,1.92e+12,32.75888977,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,32.75888977,0,0,0,"Desmodium viridiflorum","Desmodium viridiflorum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,746
"Desmodium zonatum",0,1,0,0,7.21e+12,6.96492358,"Desmodieae","Desmodium","Papilionoideae","Desmodieae",1,6.96492358,1,0,0,"Desmodium zonatum","Desmodium zonatum","Encyclopedia of Life",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,763
"Dewevrea bilabiata",0,1,0,0,3.41e+12,1.65774353,"Millettieae","Dewevrea","Papilionoideae","Millettieae",1,1.65774353,1,0,2,"Dewevrea bilabiata","Dewevrea bilabiata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,16
"Dialium englerianum",0,1,0,0,6.09e+12,-11.73953808,"Cassieae","Dialium","Dialioideae","Cassieae",1,11.73953808,1,0,2,"Dialium englerianum","Dialium englerianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,218
"Dialium guianense",1,0,1,1.28e+11,0,NA,"Cassieae","Dialium","Dialioideae","Cassieae",0,NA,1,0,0,"Dialium guianense","Dialium guianense","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,253
"Dialium pachyphyllum",0,1,0,0,5.23e+12,0.2945389,"Cassieae","Dialium","Dialioideae","Cassieae",0,0.2945389,1,0,2,"Dialium pachyphyllum","Dialium pachyphyllum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0,224
"Dialium schlechteri",0,1,0,0,3.46e+12,-21.3733595,"Cassieae","Dialium","Dialioideae","Cassieae",1,21.3733595,1,0,0,"Dialium schlechteri","Dialium schlechteri","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,275
"Dialium zenkeri",0,1,0,0,2.82e+12,1.30064072,"Cassieae","Dialium","Dialioideae","Cassieae",1,1.30064072,1,0,1,"Dialium zenkeri","Dialium zenkeri","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,326
"Dicerma biarticulatum",0,1,0,0,2.11e+13,8.38964471,"Desmodieae","Dicerma","Papilionoideae","Desmodieae",1,8.38964471,1,0,0,"Dicerma biarticulatum","Dicerma biarticulatum","Encyclopedia of Life",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,1
"Dichilus lebeckioides",0,1,0,0,4.46e+12,-24.52231448,"Genisteae","Dichilus","Papilionoideae","Genisteae",1,24.52231448,1,0,0,"Dichilus lebeckioides","Dichilus lebeckioides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3
"Dichilus pilosus",0,1,0,0,2.67e+12,-25.48651667,"Genisteae","Dichilus","Papilionoideae","Genisteae",1,25.48651667,1,0,0,"Dichilus pilosus","Dichilus pilosus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,321
"Dichilus strictus",0,1,0,0,2.7e+12,-27.53376098,"Genisteae","Dichilus","Papilionoideae","Genisteae",1,27.53376098,1,0,0,"Dichilus strictus","Dichilus strictus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,157
"Dichrostachys spicata",0,1,0,0,5.61e+12,-23.16077529,"Mimoseae","Dichrostachys","Caesalpinioideae","Mimoseae",1,23.16077529,0.9140625,0.008,0,"Dichrostachys spicata","Dichrostachys spicata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1266
"Dicorynia guianensis",0,1,0,0,4.39e+11,4.40767396,"Cassieae","Dicorynia","Dialioideae","Cassieae",0,4.40767396,1,0,0,"Dicorynia guianensis","Dicorynia guianensis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,5,0,"Y","N",0,NA,0,1288
"Dicorynia paraensis",0,0,0,0,0,NA,"Cassieae","Dicorynia","Dialioideae","Cassieae",1,NA,1,0,0,"Dicorynia paraensis","Dicorynia paraensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,170
"Dicymbe altsonii",0,0,0,0,0,NA,"Detarieae","Dicymbe","Detarioideae","Amherstieae",0,NA,1,0,0,"Dicymbe altsonii","Dicymbe altsonii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0,28
"Didelotia africana",0,1,0,0,1.63e+12,6.87712086,"Detarieae","Didelotia","Detarioideae","Amherstieae",0,6.87712086,1,0,1,"Didelotia africana","Didelotia africana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,1,5,"Y","Y",0,NA,0,7073
"Dillwynia brunioides",0,1,0,0,8.02e+11,-32.17021086,"Mirbelieae","Dillwynia","Papilionoideae","Mirbelieae",1,32.17021086,1,0,0,"Dillwynia brunioides","Dillwynia brunioides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,20
"Dillwynia cinerascens",0,1,0,0,2.08e+12,-36.84160801,"Mirbelieae","Dillwynia","Papilionoideae","Mirbelieae",1,36.84160801,1,0,0,"Dillwynia cinerascens","Dillwynia cinerascens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,231
"Dillwynia divaricata",0,1,0,0,2.53e+12,-25.46607155,"Mirbelieae","Dillwynia","Papilionoideae","Mirbelieae",1,25.46607155,1,0,0,"Dillwynia divaricata","Dillwynia divaricata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,772
"Dillwynia floribunda",0,1,0,0,2.53e+12,-25.79163463,"Mirbelieae","Dillwynia","Papilionoideae","Mirbelieae",1,25.79163463,1,0,0,"Dillwynia floribunda","Dillwynia floribunda","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,1,"N","Y",0,NA,0,797
"Dillwynia glaberrima",1,1,1,7.94e+12,3.81e+12,-34.81475557,"Mirbelieae","Dillwynia","Papilionoideae","Mirbelieae",1,34.81475557,1,0,1,"Dillwynia glaberrima","Dillwynia glaberrima","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,470
"Dillwynia hispida",0,1,0,0,2.01e+12,-31.74043124,"Mirbelieae","Dillwynia","Papilionoideae","Mirbelieae",1,31.74043124,1,0,0,"Dillwynia hispida","Dillwynia hispida","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0,1351
"Dillwynia juniperina",0,1,0,0,2.76e+12,-26.81043334,"Mirbelieae","Dillwynia","Papilionoideae","Mirbelieae",1,26.81043334,1,0,1,"Dillwynia juniperina","Dillwynia juniperina","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,0,2,"N","Y",0,NA,0,39
"Dillwynia ramosissima",0,1,0,0,1.03e+12,-33.25127933,"Mirbelieae","Dillwynia","Papilionoideae","Mirbelieae",1,33.25127933,1,0,0,"Dillwynia ramosissima","Dillwynia ramosissima","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,393
"Dillwynia retorta",0,1,0,0,2.53e+12,-25.79163463,"Mirbelieae","Dillwynia","Papilionoideae","Mirbelieae",1,25.79163463,1,0,1,"Dillwynia retorta","Dillwynia retorta","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,1,1,"Y","Y",0,NA,0,84
"Dillwynia uncinata",0,1,0,0,3.74e+12,-27.47731878,"Mirbelieae","Dillwynia","Papilionoideae","Mirbelieae",1,27.47731878,1,0,0,"Dillwynia uncinata","Dillwynia uncinata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,312
"Dimorphandra campinarum",0,1,0,0,2.8e+12,-4.11243055,"Caesalpinieae","Dimorphandra","Caesalpinioideae","Caesalpinieae",1,4.11243055,1,0,0,"Dimorphandra campinarum","Dimorphandra campinarum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,144
"Dimorphandra caudata",0,1,0,0,2.8e+12,-4.11243055,"Caesalpinieae","Dimorphandra","Caesalpinioideae","Caesalpinieae",1,4.11243055,1,0,0,"Dimorphandra caudata","Dimorphandra caudata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1387
"Dimorphandra coccinea",0,1,0,0,1.57e+12,-4.18918209,"Caesalpinieae","Dimorphandra","Caesalpinioideae","Caesalpinieae",1,4.18918209,1,0,0,"Dimorphandra coccinea","Dimorphandra coccinea","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,964
"Dimorphandra conjugata",0,1,0,0,3.56e+11,4.52118287,"Caesalpinieae","Dimorphandra","Caesalpinioideae","Caesalpinieae",1,4.52118287,1,0,0,"Dimorphandra conjugata","Dimorphandra conjugata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,185
"Dimorphandra davisii",0,1,0,0,1.12e+12,6.68316123,"Caesalpinieae","Dimorphandra","Caesalpinioideae","Caesalpinieae",1,6.68316123,1,0,0,"Dimorphandra davisii","Dimorphandra davisii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,175
"Dimorphandra exaltata",0,1,0,0,6.31e+11,-18.71806546,"Caesalpinieae","Dimorphandra","Caesalpinioideae","Caesalpinieae",1,18.71806546,1,0,0,"Dimorphandra exaltata","Dimorphandra exaltata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,328
