"Phy","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count"
"Aspalathus gerrardii",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus gerrardii","Aspalathus gerrardii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,393
"Aspalathus heterophylla",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus heterophylla","Aspalathus heterophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1242
"Aspalathus hirta",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus hirta","Aspalathus hirta","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1162
"Aspalathus hispida",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus hispida","Aspalathus hispida","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1668
"Aspalathus hystrix",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus hystrix","Aspalathus hystrix","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1295
"Aspalathus inops",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus inops","Aspalathus inops","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,368
"Aspalathus juniperina",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus juniperina","Aspalathus juniperina","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,358
"Aspalathus lactea",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus lactea","Aspalathus lactea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,646
"Aspalathus laeta",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus laeta","Aspalathus laeta","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,784
"Aspalathus laricifolia",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus laricifolia","Aspalathus laricifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,340
"Aspalathus linearis",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,1,"Aspalathus linearis","Aspalathus linearis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0,974
"Aspalathus linguiloba",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus linguiloba","Aspalathus linguiloba","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,328
"Aspalathus longifolia",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus longifolia","Aspalathus longifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2193
"Aspalathus longipes",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus longipes","Aspalathus longipes","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1229
"Aspalathus macrantha",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus macrantha","Aspalathus macrantha","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,498
"Aspalathus microphylla",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus microphylla","Aspalathus microphylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1019
"Aspalathus muraltioides",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus muraltioides","Aspalathus muraltioides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,328
"Aspalathus nigra",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus nigra","Aspalathus nigra","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10531
"Aspalathus nivea",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus nivea","Aspalathus nivea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1484
"Aspalathus opaca",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus opaca","Aspalathus opaca","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,623
"Aspalathus pachyloba",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus pachyloba","Aspalathus pachyloba","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,340
"Aspalathus pendula",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus pendula","Aspalathus pendula","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1924
"Aspalathus quinquefolia",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus quinquefolia","Aspalathus quinquefolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,403
"Aspalathus recurva",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus recurva","Aspalathus recurva","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,423
"Aspalathus retroflexa",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus retroflexa","Aspalathus retroflexa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,352
"Aspalathus rubens",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus rubens","Aspalathus rubens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,15802
"Aspalathus salteri",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus salteri","Aspalathus salteri","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,355
"Aspalathus sericea",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus sericea","Aspalathus sericea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1159
"Aspalathus setacea",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus setacea","Aspalathus setacea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,447
"Aspalathus spicata",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus spicata","Aspalathus spicata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1465
"Aspalathus spinescens",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus spinescens","Aspalathus spinescens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0,385
"Aspalathus spinosa",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus spinosa","Aspalathus spinosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3444
"Aspalathus spinosissima",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus spinosissima","Aspalathus spinosissima","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,398
"Aspalathus stenophylla",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus stenophylla","Aspalathus stenophylla","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,496
"Aspalathus teres",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus teres","Aspalathus teres","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2080
"Aspalathus ternata",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus ternata","Aspalathus ternata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0,678
"Aspalathus tuberculata",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus tuberculata","Aspalathus tuberculata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1140
"Aspalathus ulicina",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus ulicina","Aspalathus ulicina","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,340
"Aspalathus uniflora",0,1,0,0,2.67e+12,-25.48651667,"Crotalarieae","Aspalathus","Papilionoideae","Crotalarieae",1,25.48651667,1,0,0,"Aspalathus uniflora","Aspalathus uniflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1055
"Astracantha echinus",0,1,0,0,2.24e+12,28.82183296,"Galegeae","Astracantha","Papilionoideae","Galegeae",1,28.82183296,1,0,0,"Astracantha echinus","Astracantha echinus","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,223
"Astracantha gummifera",0,1,0,0,1.39e+12,36.64309136,"Galegeae","Astracantha","Papilionoideae","Galegeae",1,36.64309136,1,0,1,"Astracantha gummifera","Astracantha gummifera","uBio NameBank",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,155
"Astragalus aboriginum",0,1,0,0,1.99e+12,43.79902651,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,43.79902651,0,0,0,"Astragalus aboriginum","Astragalus aboriginum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3909
"Astragalus adsurgens",0,1,0,0,4.34e+13,50.50480983,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,50.50480983,0,0,3,"Astragalus adsurgens","Astragalus adsurgens","National Center for Biotechnology Information",0.988,2,TRUE,TRUE,FALSE,FALSE,2,1,0,"Y","N",0,NA,0,3903
"Astragalus aduncus",0,1,0,0,2.58e+12,34.83688205,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,34.83688205,0,0,0,"Astragalus aduncus","Astragalus aduncus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4112
"Astragalus agrestis",0,1,0,0,1.96e+13,50.27454549,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,50.27454549,0,0,0,"Astragalus agrestis","Astragalus agrestis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4483
"Astragalus algerianus",0,1,0,0,3.37e+12,34.7144992,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,34.7144992,0,0,0,"Astragalus algerianus","Astragalus algerianus","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3896
"Astragalus allochrous",0,1,0,0,1.7e+12,33.95816113,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,33.95816113,0,0,0,"Astragalus allochrous","Astragalus allochrous","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3898
"Astragalus alopecias",0,1,0,0,7.88e+12,41.43758712,"Galegeae","Astragalus","Papilionoideae","Galegeae",0,41.43758712,0,0,3,"Astragalus alopecias","Astragalus alopecias","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,4123
"Astragalus alopecuroides",0,1,0,0,3.75e+12,36.27001274,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,36.27001274,0,0,0,"Astragalus alopecuroides","Astragalus alopecuroides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4170
"Astragalus alpinus",0,1,0,0,2.94e+13,50.46312881,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,50.46312881,0,0,0,"Astragalus alpinus","Astragalus alpinus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,7,1,0,"Y","N",0,NA,0,5348
"Astragalus americanus",0,1,0,0,1.1e+12,43.82268732,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,43.82268732,0,0,0,"Astragalus americanus","Astragalus americanus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,7694
"Astragalus amherstianus",0,1,0,0,3.75e+12,29.69405244,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,29.69405244,0,1,0,"Astragalus amherstianus","Astragalus amherstianus","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3896
"Astragalus ammodytes",0,1,0,0,1.15e+13,47.74717634,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,47.74717634,0,0,0,"Astragalus ammodytes","Astragalus ammodytes","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4309
"Astragalus angustifolius",0,1,0,0,1.49e+12,38.17724259,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,38.17724259,1,0,0,"Astragalus angustifolius","Astragalus angustifolius","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4751
"Astragalus annularis",0,1,0,0,2.7e+12,27.24618072,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,27.24618072,0,1,0,"Astragalus annularis","Astragalus annularis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4332
"Astragalus arenarius",1,1,1,3.36e+11,1.03e+13,55.89464676,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,55.89464676,0,0,0,"Astragalus arenarius","Astragalus arenarius","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4051
"Astragalus argophyllus",0,1,0,0,1.65e+12,41.72754302,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,41.72754302,0,0,0,"Astragalus argophyllus","Astragalus argophyllus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3928
"Astragalus armatus",0,1,0,0,2.88e+12,29.03705996,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,29.03705996,1,0,0,"Astragalus armatus","Astragalus armatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4428
"Astragalus asper",0,1,0,0,7.51e+12,48.15722064,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,48.15722064,0,0,1,"Astragalus asper","Astragalus asper","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,5372
"Astragalus asymmetricus",0,1,0,0,4.08e+11,37.23999046,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,37.23999046,0,0,0,"Astragalus asymmetricus","Astragalus asymmetricus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3911
"Astragalus atropilosulus",0,1,0,0,1.28e+13,-2.61975671,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,2.61975671,0,0,0,"Astragalus atropilosulus","Astragalus atropilosulus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3896
"Astragalus australis",0,1,0,0,7.54e+12,46.26732967,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,46.26732967,0,0,0,"Astragalus australis","Astragalus australis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,11039
"Astragalus austrosibiricus",0,1,0,0,1.63e+12,41.12316666,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,41.12316666,0.111111111,0.171641791,0,"Astragalus austrosibiricus","Astragalus austrosibiricus","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3900
"Astragalus beckwithii",0,1,0,0,1.15e+12,42.66982452,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,42.66982452,0,0,0,"Astragalus beckwithii","Astragalus beckwithii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3896
"Astragalus bisulcatus",0,1,0,0,3.03e+12,41.13777045,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,41.13777045,0,0,0,"Astragalus bisulcatus","Astragalus bisulcatus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,3902
"Astragalus bodinii",0,1,0,0,1.16e+12,41.44667153,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,41.44667153,0,0,0,"Astragalus bodinii","Astragalus bodinii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3897
"Astragalus boeticus",0,1,0,0,1e+13,36.63369143,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,36.63369143,0,1,1,"Astragalus boeticus","Astragalus boeticus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3925
"Astragalus bolanderi",0,1,0,0,6.94e+11,38.12882214,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,38.12882214,0,0,0,"Astragalus bolanderi","Astragalus bolanderi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3938
"Astragalus brachycarpus",0,1,0,0,5.59e+12,46.34475855,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,46.34475855,0,0,0,"Astragalus brachycarpus","Astragalus brachycarpus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3905
"Astragalus brazoensis",0,1,0,0,6.85e+11,31.49694154,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,31.49694154,0,1,0,"Astragalus brazoensis","Astragalus brazoensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3896
"Astragalus callichrous",0,1,0,0,3.14e+11,33.64322829,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,33.64322829,0,1,0,"Astragalus callichrous","Astragalus callichrous","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3898
"Astragalus campylosema",0,1,0,0,2.41e+12,37.50137274,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,37.50137274,0,0,0,"Astragalus campylosema","Astragalus campylosema","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3896
"Astragalus canadensis",0,1,0,0,2.21e+13,50.8111516,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,50.8111516,1,0,0,"Astragalus canadensis","Astragalus canadensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,8471
"Astragalus ceramicus",0,1,0,0,2.93e+12,40.98906182,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,40.98906182,0,0,0,"Astragalus ceramicus","Astragalus ceramicus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3924
"Astragalus chamissonis",0,0,0,0,0,NA,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,NA,1,0,0,"Astragalus chamissonis","Astragalus chamissonis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3975
"Astragalus chinensis",1,1,1,2.16e+11,5.25e+12,47.88418773,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,47.88418773,0,0,2,"Astragalus chinensis","Astragalus chinensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,13745
"Astragalus chlorostachys",0,1,0,0,2.25e+12,28.52939407,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,28.52939407,0,0,0,"Astragalus chlorostachys","Astragalus chlorostachys","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,3917
"Astragalus chrysopterus",0,1,0,0,2.19e+12,35.49687607,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,35.49687607,0,0,0,"Astragalus chrysopterus","Astragalus chrysopterus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3919
"Astragalus cicer",1,1,6,2.75e+12,1.57e+13,48.64765782,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,48.64765782,0,0,3,"Astragalus cicer","Astragalus cicer","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,7750
"Astragalus complanatus",0,1,0,0,1.77e+12,32.61559492,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,32.61559492,0,0,0,"Astragalus complanatus","Astragalus complanatus","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3950
"Astragalus concretus",0,1,0,0,1.94e+11,27.74402377,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,27.74402377,0,0,0,"Astragalus concretus","Astragalus concretus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3916
"Astragalus coquimbensis",0,0,0,0,0,NA,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,NA,0,1,0,"Astragalus coquimbensis","Astragalus coquimbensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3915
"Astragalus corrugatus",0,1,0,0,1.17e+13,37.51944817,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,37.51944817,0,0,2,"Astragalus corrugatus","Astragalus corrugatus","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3961
"Astragalus crassicarpus",0,1,0,0,6.15e+12,45.50311919,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,45.50311919,0,0,1,"Astragalus crassicarpus","Astragalus crassicarpus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,3896
"Astragalus crenatus",0,1,0,0,7.95e+11,29.35662229,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,29.35662229,0,1,1,"Astragalus crenatus","Astragalus crenatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3971
"Astragalus cysticalyx",0,1,0,0,4.36e+12,44.64160545,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,44.64160545,1,0,0,"Astragalus cysticalyx","Astragalus cysticalyx","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3896
"Astragalus dahuricus",0,1,0,0,8.02e+11,32.83900418,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,32.83900418,0.111111111,0.171641791,0,"Astragalus dahuricus","Astragalus dahuricus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3924
"Astragalus danicus",0,1,0,0,2.62e+13,51.8283246,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,51.8283246,0,0,2,"Astragalus danicus","Astragalus danicus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,4,0,"Y","N",0,NA,0,3927
"Astragalus densiflorus",0,1,0,0,6.9e+12,42.01897549,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,42.01897549,0,0,0,"Astragalus densiflorus","Astragalus densiflorus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3966
"Astragalus drummondii",0,1,0,0,1.75e+12,42.63576347,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,42.63576347,0,0,0,"Astragalus drummondii","Astragalus drummondii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,4182
"Astragalus echinatus",0,1,0,0,5.16e+12,37.35889102,"Galegeae","Astragalus","Papilionoideae","Galegeae",1,37.35889102,0,1,0,"Astragalus echinatus","Astragalus echinatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4029
