"","species","intrdcd","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","quant95","quant005","precip_range","temp_range","nitro_range","Phy","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count"
"47","Bauhinia_monandra",1,227,2677.9,713.5,1485.30837004405,1322,550.5,76.2,233.352422907489,195,27.5316661834717,20.4137496948243,24.6415748554179,25.2624988555908,22.5,-27.415069,3.0139051938326,5.0564,19.8130456,-16.9397753,1964.4,7.11791648864745,474.3,"Bauhinia monandra",1,1,15,9.76e+12,5.93e+11,-19.37352737,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",19.37352737,1,0,1,"Bauhinia monandra","Bauhinia monandra","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1538
"48","Bauhinia_purpurea",1,162,2571.75,985.5,1689.98765432099,1658,398,115.05,219.20987654321,213.5,27.5356244087219,16.6383340835572,22.6437500612235,22.5437498092651,32.4,-29.628056,15.7789432345679,21.001667,26.7135,-17.69352535,1586.25,10.8972903251648,282.95,"Bauhinia purpurea",1,1,29,2.23e+13,1.71e+13,22.93860321,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",22.93860321,1,0,9,"Bauhinia purpurea","Bauhinia purpurea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,4921
"49","Bauhinia_tomentosa",1,75,2144.7,680.6,1218.88,1196,242.4,88.4,155.16,134,28.3858331680298,22.7554162979126,25.9836665598551,26.3999996185303,31.632501,-7.953889,15.9965032133333,14.572615,28.2447658,6.5872865,1464.1,5.63041687011722,154,"Bauhinia tomentosa",1,1,26,1.47e+13,1.62e+13,10.41925216,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",10.41925216,1,0,6,"Bauhinia tomentosa","Bauhinia tomentosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,0,0,"N","N","0",NA,0,3670
"50","Bauhinia_variegata",1,328,2426.95,552.6,1377.45426829268,1239.5,1270,75,311.451219512195,212,24.8995829582214,16.7712506294251,21.1021468552147,21.3354167938232,39.9833,-37.979072,4.63320622865854,6.302393,32.72380845,-27.4885407,1874.35,8.12833232879636,1195,"Bauhinia variegata",1,1,27,2.57e+13,1.48e+13,24.00862671,"Cercideae","Bauhinia","Cercidoideae","Cercideae","0",24.00862671,1,0,6,"Bauhinia variegata","Bauhinia variegata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,3,0,"Y","N","0",NA,0,2695
"51","Butea_monosperma",1,58,2235.75,938.55,1354.39655172414,1116.5,275.65,84.2,178.034482758621,183.5,27.9699997901917,22.7510411262512,25.7128592524035,25.9916667938232,19.823667,-27.415069,10.1042099137931,15.454855,18.9647076,-7.85740245,1297.2,5.21895866394045,191.45,"Butea monosperma",1,1,5,1.08e+12,1.15e+13,17.34901023,"Phaseoleae","Butea","Papilionoideae","Phaseoleae","1",17.34901023,1,0,9,"Butea monosperma","Butea monosperma","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N","0",NA,0,525
"52","Cajanus_cajan",1,2555,2621.9,667.4,1468.20313111546,1358,512,82,231.493933463796,193,27.3429168701172,17.4862499237061,22.9713095184408,23.2458343505859,32.72,-33.650928,3.60660575213307,6.68,25.6039638,-25.5938608,1954.5,9.85666694641115,430,"Cajanus cajan",1,1,67,4.6e+13,6.61e+12,12.78552409,"Phaseoleae","Cajanus","Papilionoideae","Phaseoleae","1",12.78552409,1,0,8,"Cajanus cajan","Cajanus cajan","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,13,13,0,"Y","N","0",NA,0,2133
"53","Cajanus_scarabaeoides",1,44,1698.1,909.45,1196.40909090909,1095.5,408,65,191.681818181818,100,27.8952088356018,17.9275004386902,25.109848390926,26.7770833969116,13.35,-21.30627,1.67897218181818,7.1163335,13.04745,-21.198336,788.65,9.96770839691163,343,"Cajanus scarabaeoides",1,1,10,5.01e+12,1.83e+13,16.51570783,"Phaseoleae","Cajanus","Papilionoideae","Phaseoleae","1",16.51570783,0,0,5,"Cajanus scarabaeoides","Cajanus scarabaeoides","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,8,8,0,"Y","N","0",NA,0,2107
"54","Calicotome_spinosa",1,130,984.4,538.1,670.992307692308,656,291,175.45,232.3,229,14.9570831298828,12.1987498283386,13.1684294627263,12.9562497138977,-35.87,-46.016667,-37.5404167769231,-37.3879,-36.78548,-39.91264445,446.3,2.75833330154419,115.55,"Calicotome spinosa",1,1,2,2.68e+11,3.66e+12,38.55246407,"Genisteae","Calicotome","Papilionoideae","Genisteae","1",38.55246407,1,0,1,"Calicotome spinosa","Calicotome spinosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,3136
"55","Calliandra_haematocephala",1,196,2918.75,410.5,1653.44387755102,1760.5,1408.25,105.75,344.459183673469,234,27.171875,17.1208333969116,22.6245748656137,22.625,35.30924,-13.460328,21.8443993163265,22.451286,34.0420495,7.564388,2508.25,10.0510416030884,1302.5,"Calliandra haematocephala",1,1,24,1.15e+13,1.62e+12,-10.22416617,"Ingeae","Calliandra","Caesalpinioideae","Ingeae","1",10.22416617,1,0,2,"Calliandra haematocephala","Calliandra haematocephala","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,0,"N","N","0",NA,0,488
"56","Calliandra_houstoniana",1,101,3468,999,1983.90099009901,1707,606,106,289.534653465347,290,25.0083332061768,17.4249992370605,20.5961220996215,20.5833339691162,21.962,-15.395727,-0.261036405940594,-0.605733,19.115515,-7.754324,2469,7.5833339691163,500,"Calliandra houstoniana",1,1,7,2.18e+12,2.87e+12,14.78757483,"Ingeae","Calliandra","Caesalpinioideae","Ingeae","1",14.78757483,1,0,2,"Calliandra houstoniana","Calliandra houstoniana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,487
"57","Calliandra_surinamensis",1,59,2894.8,711.5,1669.84745762712,1557,486,65.6,243.237288135593,232,26.9183336257934,19.6458335876465,23.4567089080811,23.6458339691162,22.795684,-28.081734,-0.415065305084746,6.735403,21.3580612,-27.5711419,2183.3,7.27250003814694,420.4,"Calliandra surinamensis",1,1,10,6.05e+12,1.56e+12,3.60896645,"Ingeae","Calliandra","Caesalpinioideae","Ingeae","1",3.60896645,1,0,1,"Calliandra surinamensis","Calliandra surinamensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1053
"58","Canavalia_cathartica",1,32,2651,982.4,1786.46875,1773.5,388,153,252.0625,235,26.384166431427,20.7554166793823,23.1251303255558,23.4333333969116,21.6,-21.13317,17.17452334375,20.740037,21.5590895,-0.664712450000002,1668.6,5.62874975204469,235,"Canavalia cathartica",1,1,1,16858731371,2.05e+13,-0.20727858,"Phaseoleae","Canavalia","Papilionoideae","Phaseoleae","1",0.20727858,1,0,2,"Canavalia cathartica","Canavalia cathartica","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,1014
"59","Canavalia_gladiata",1,51,3131,630,1561.82352941176,1510,475,98,234,180,26.4895830154419,17.1270837783813,22.7816992367015,23.7958335876465,30.439334,-27.13333,-5.9257208627451,-4.289444,24.00935,-25.625,2501,9.3624992370605,377,"Canavalia gladiata",1,1,26,2.74e+13,9.06e+12,15.36986344,"Phaseoleae","Canavalia","Papilionoideae","Phaseoleae","1",15.36986344,1,0,5,"Canavalia gladiata","Canavalia gladiata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N","1","Canavalia gladiata",0,885
"60","Caragana_arborescens",1,3057,761,444,601.343473994112,606,634,182.8,371.719659797187,342,9.75,2.8333333492279,5.41866072275337,5.07499980926514,68.970161,33.3054,53.2621391110566,54.29878,59.351222,44.3162352,317,6.9166666507721,451.2,"Caragana arborescens",1,1,16,1.92e+13,8.7e+12,44.66466854,"Galegeae","Caragana","Papilionoideae","Caraganeae","1",44.66466854,1,0,7,"Caragana arborescens","Caragana arborescens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,8,8,0,"Y","N","0",NA,0,1629
"61","Caragana_frutex",1,27,714.4,610.3,658.925925925926,654,835.2,239.6,471.259259259259,431,6.23166680335998,4.98000011444092,5.52885804352937,5.47499990463257,59.0704,54.867113,57.4746081111111,57.780345,58.9897417,55.2581059,104.1,1.25166668891907,595.6,"Caragana frutex",1,1,2,7.47e+11,1.92e+13,48.67439406,"Galegeae","Caragana","Papilionoideae","Caraganeae","1",48.67439406,1,0,4,"Caragana frutex","Caragana frutex","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,702
"62","Caragana_sinica",1,27,1971.9,1112,1356.44444444444,1303,325.3,148.8,222.259259259259,208,15.5516669273376,10.6145832061768,12.3395062552558,11.841667175293,41.83222,33.539644,36.0609825555556,36.159783,37.3142369,33.7207336,859.9,4.93708372116087,176.5,"Caragana sinica",1,1,1,2.44e+11,2.53e+12,28.9499186,"Galegeae","Caragana","Papilionoideae","Caraganeae","1",28.9499186,1,0,2,"Caragana sinica","Caragana sinica","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,136947
"63","Cassia_fistula",1,433,2800.8,517.6,1615.96997690531,1567,464,76,227.170900692841,208,27.8408336639404,18.8108333587647,24.2698421874718,24.529167175293,35,-33.076579,1.59879701616628,4.809638,29.049732,-26.9485418,2283.2,9.03000030517576,388,"Cassia fistula",1,1,47,3.9e+13,1.02e+13,10.68922491,"Cassieae","Cassia","Caesalpinioideae","Cassieae","0",10.68922491,1,0,7,"Cassia fistula","Cassia fistula","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,11,9,2,"Y","Y","0",NA,0,57658
"64","Cassia_grandis",1,26,2575.5,293.25,1459.34615384615,1349.5,342,96.5,207.615384615385,206.5,27.7593750953674,20.8677086830139,23.9168267616859,23.4145832061768,23.1117,-25.625045,-0.202827730769231,-0.649777,17.76295125,-21.15260025,2282.25,6.8916664123535,245.5,"Cassia grandis",1,1,17,9.33e+12,1.27e+13,2.34618617,"Cassieae","Cassia","Caesalpinioideae","Cassieae","0",2.34618617,1,0,4,"Cassia grandis","Cassia grandis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N","0",NA,0,16247
"65","Centrosema_molle",1,172,3055.2,1023.6,1831.10465116279,1669,230,73,151.25,147.5,27.4916667938232,20.8983330726624,24.6592054034388,24.6125001907348,13.085164,-27.506738,-15.7342879767442,-16.821076,-11.74670065,-22.731674,2031.6,6.59333372116084,157,"Centrosema molle",1,1,11,2.28e+13,1.93e+12,-0.25693151,"Phaseoleae","Centrosema","Papilionoideae","Phaseoleae","1",0.25693151,0,0,3,"Centrosema molle","Centrosema molle","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,2802
"66","Centrosema_pascuorum",1,41,1722,613,1164.56097560976,1197,208,36,113.90243902439,111,28.404167175293,21.9541664123535,26.0943089927115,27.1916656494141,-12.21,-27.373406,-16.2736156829268,-15.888333,-12.3275,-22.923422,1109,6.4500007629395,172,"Centrosema pascuorum",1,1,1,1.28e+11,1.02e+13,-0.2659573,"Phaseoleae","Centrosema","Papilionoideae","Phaseoleae","1",0.2659573,1,0,0,"Centrosema pascuorum","Centrosema pascuorum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,201
"67","Centrosema_plumieri",1,54,3545.95,1014.3,1635.2962962963,1411,593.099999999999,94.65,249.37037037037,209.5,27.1758332252502,19.6302079200745,25.0917439107542,25.5770826339722,7.609128,-27.581742,0.461695685185185,5.0664795,7.11189625,-19.9534005,2531.65,7.54562530517575,498.449999999999,"Centrosema plumieri",1,1,15,8.07e+12,1.03e+13,5.68593226,"Phaseoleae","Centrosema","Papilionoideae","Phaseoleae","1",5.68593226,1,0,2,"Centrosema plumieri","Centrosema plumieri","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,275
"68","Centrosema_pubescens",1,914,3025.35,990,1734.74179431072,1565.5,494,92,228.142231947484,210.5,27.4404166221619,20.9633338928223,25.0784737161265,25.9979171752929,24.806355,-24.988889,9.47066993435449,7.0299,23.588187,-7.73507315,2035.35,6.47708272933963,402,"Centrosema pubescens",1,1,31,2.51e+13,2.11e+13,2.2174588,"Phaseoleae","Centrosema","Papilionoideae","Phaseoleae","1",2.2174588,0,0,3,"Centrosema pubescens","Centrosema pubescens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N","0",NA,0,2652
"69","Ceratonia_siliqua",1,1635,735,468.7,571.714373088685,546,242.6,129.7,193.333333333333,200,17.6179164886474,15.3404162406922,16.748343556372,16.7916660308838,42.71667,-36.692913,32.031673804893,37.175408,39.7955358,-32.5058858,266.3,2.27750024795525,112.9,"Ceratonia siliqua",1,1,27,2.51e+13,7.38e+12,37.31794972,"Cassieae","Ceratonia","Mimosoideae","Cassieae","0",37.31794972,1,0,7,"Ceratonia siliqua","Ceratonia siliqua","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N","0",NA,0,652
"70","Cercis_siliquastrum",1,287,1428.7,434.7,725.515679442509,639,352,126.3,215.240418118467,195,17.3445831298828,9.32833337783814,13.6847705973981,13.9875001907349,50.787382,-35.255567,39.8911982264808,41.129456,48.1244247,35.0069114,994,8.01624975204466,225.7,"Cercis siliquastrum",1,1,21,1.5e+13,5.14e+12,39.40398144,"Cercideae","Cercis","Cercidoideae","Cercideae","0",39.40398144,1,0,4,"Cercis siliquastrum","Cercis siliquastrum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,302
"71","Chamaecrista_fasciculata",1,34,1213.25,941.95,1102.88235294118,1102,686,249,389.588235294118,340,8.82583351135254,5.59666657447815,7.76458333520328,7.27500009536743,44.829127,-15.75,41.7785717058824,43.30692,44.76582125,42.75190655,271.3,3.22916693687439,437,"Chamaecrista fasciculata",1,1,1,2055545262,1.22e+13,38.59928601,"Cassieae","Chamaecrista","Caesalpinioideae","Cassieae","1",38.59928601,0,1,0,"Chamaecrista fasciculata","Chamaecrista fasciculata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"1","Chamaecrista fasciculata",0,1295
"72","Chamaecrista_nictitans",1,129,4074.6,1085,2035.84496124031,1845,391,208.8,282.503875968992,264,24.3716663360596,15.0958335876465,21.5186368217764,22.5458335876465,39.20448,-21.13871,20.0888922868217,21.299866,22.5774512,16.3996,2989.6,9.2758327484131,182.2,"Chamaecrista nictitans",1,1,5,2.16e+12,1.37e+13,15.47217365,"Cassieae","Chamaecrista","Caesalpinioideae","Cassieae","1",15.47217365,1,0,1,"Chamaecrista nictitans","Chamaecrista nictitans","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N","1","Chamaecrista nictitans",0,387
"73","Chamaecrista_rotundifolia",1,973,1663,849.4,1229.13566289825,1197,305.4,43,137.463514902364,86,27.3783332824707,19.6858329772949,25.0137974875314,25.970832824707,29.064573,-31.1456,-10.3583765539568,-14.369845,10.39666,-26.9528296,813.6,7.6925003051758,262.4,"Chamaecrista rotundifolia",1,0,5,1.36e+12,0,NA,"Cassieae","Chamaecrista","Caesalpinioideae","Cassieae","1",NA,0,0,0,"Chamaecrista rotundifolia","Chamaecrista rotundifolia","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,1266
"74","Cicer_arietinum",1,5972,1374,212,734.864199598125,701,303,74,172.066811788346,164,26.9416675567627,9.53750038146973,17.3487071609804,15.6958332061768,58.1786,-35.166667,32.9290392063798,36.42415,47.88302115,8.925192,1162,17.404167175293,229,"Cicer arietinum",1,1,48,7.41e+13,7.46e+12,21.96767801,"Cicereae","Cicer","Papilionoideae","Cicereae","1",21.96767801,0,1,6,"Cicer arietinum","Cicer arietinum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,6,0,"Y","N","0",NA,0,3977
"75","Clitoria_falcata",1,31,2404.5,976,1428.51612903226,1243,261,94,175.064516129032,191,27.4666662216187,21.3312501907349,25.4043011203889,26.3000011444092,12.216667,-24.4,-4.45511022580645,-0.216667,7.17015,-23.8844445,1428.5,6.13541603088375,167,"Clitoria falcata",1,1,7,4.64e+12,1.25e+13,6.15181536,"Phaseoleae","Clitoria","Papilionoideae","Phaseoleae","1",6.15181536,0,0,4,"Clitoria falcata","Clitoria falcata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1408
"76","Clitoria_laurifolia",1,86,3707.5,1510,2446.3023255814,2310.5,408,133.25,263.104651162791,258,27.2020831108093,20.7104163169861,24.7708818080813,25.3291664123536,23.12,-18.752456,1.52204580232558,-0.38,18.46881025,-15.13375575,2197.5,6.4916667938232,274.75,"Clitoria laurifolia",1,1,17,9.87e+12,5.92e+12,3.49720033,"Phaseoleae","Clitoria","Papilionoideae","Phaseoleae","1",3.49720033,1,0,4,"Clitoria laurifolia","Clitoria laurifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1008
"77","Clitoria_ternatea",1,2262,3039.95,623.2,1530.64765694076,1317,357,63,182.39124668435,165,28.2083339691162,22.3250007629395,25.9584806937227,26.529167175293,34.009819,-27.787556,5.31569353651636,9.7980655,25.38123395,-20.44965785,2416.75,5.8833332061767,294,"Clitoria ternatea",1,1,79,4.47e+13,2.13e+13,1.79242466,"Phaseoleae","Clitoria","Papilionoideae","Phaseoleae","1",1.79242466,0,0,8,"Clitoria ternatea","Clitoria ternatea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,9,9,0,"Y","N","0",NA,0,831
"78","Colutea_arborescens",1,523,965.8,425,674.7017208413,664,431.6,104.4,260.971319311663,246,16.2116662979126,7.84291677474975,10.4842654724194,10.0458335876465,58.388702,-37.47,47.4592062604207,51.025231,52.7126943,34.2007279,540.8,8.36874952316282,327.2,"Colutea arborescens",1,1,16,1.17e+13,2.67e+12,41.85513442,"Galegeae","Colutea","Papilionoideae","Galegeae","1",41.85513442,1,0,1,"Colutea arborescens","Colutea arborescens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1000
"79","Crotalaria_agatiflora",1,68,1477.45,660.05,946.352941176471,835.5,430.45,100.35,207.367647058824,170,20.9666670799255,13.4581250190735,16.698529439814,16.3312501907348,23.5863,-43.644,-21.1178935441176,-26.140952,9.01464350000002,-35.37386645,817.400000000001,7.50854206085205,330.1,"Crotalaria agatiflora",1,1,5,3.46e+12,9.7e+12,-8.19982315,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",8.19982315,1,0,1,"Crotalaria agatiflora","Crotalaria agatiflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1248
"80","Crotalaria_goreensis",1,532,2046.1,771.95,1368.22744360902,1296,243,47,127.097744360902,104,27.9060417175293,20.4527086257935,25.4302082958078,26.8166675567627,15.121,-35.629722,-15.4869861860902,-14.405485,-11.61402335,-24.85008185,1274.15,7.45333309173583,196,"Crotalaria goreensis",1,1,8,2.1e+13,1.92e+13,1.07734205,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",1.07734205,0,0,3,"Crotalaria goreensis","Crotalaria goreensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1263
"81","Crotalaria_incana",1,306,2600.5,345.75,1201.61437908497,1006,643,39.25,231.392156862745,176,26.8145837783814,17.6343750953674,21.3450708233453,21.0458335876465,34.41,-33.3485,-14.6016929673203,-23.667726,26.7022675,-29.60516425,2254.75,9.18020868301398,603.75,"Crotalaria incana",1,1,20,1.43e+13,2.93e+12,13.62616928,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",13.62616928,1,0,4,"Crotalaria incana","Crotalaria incana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N","1","Crotalaria incana",0,1931
"82","Crotalaria_juncea",1,439,2190.7,492.8,1078.04555808656,907,324,41,131.958997722096,115,27.3491662979126,18.0100006103516,23.2375095276192,23.2541675567627,41.851087,-30.2833,-11.9058375398633,-17.997194,23.9550939,-26.8714899,1697.9,9.33916568756102,283,"Crotalaria juncea",1,1,34,2.92e+13,1.06e+13,16.08546549,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",16.08546549,1,0,9,"Crotalaria juncea","Crotalaria juncea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,5,0,"Y","N","0",NA,0,4778
"83","Crotalaria_lanceolata",1,635,1998,844.5,1401.50551181102,1357,1421.6,107,384.659842519685,212,24.193332862854,17.8762506484986,20.7956233737976,20.5750007629395,34.5747,-33.67,-6.11757968188976,-18.997222,30.445958,-30.8365489,1153.5,6.31708221435543,1314.6,"Crotalaria lanceolata",1,1,4,2.08e+12,1.08e+13,12.23774936,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",12.23774936,0,1,0,"Crotalaria lanceolata","Crotalaria lanceolata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,3356
"84","Crotalaria_micans",1,225,3294.4,1100.2,2210.93333333333,2253,528,120,290.555555555556,266,26.4241661071777,15.7258335113525,21.3259073935615,21.2458343505859,29.72,-27.40674,5.07079108444444,-0.1282,25.0798936,-18.946666,2194.2,10.6983325958252,408,"Crotalaria micans",1,1,26,1.39e+13,1.36e+13,8.75247963,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",8.75247963,1,0,7,"Crotalaria micans","Crotalaria micans","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1503
"85","Crotalaria_ochroleuca",1,61,1883,858,1414.93442622951,1405,927,100,335.098360655738,197,24.7000007629395,18.8249988555908,20.6137295707327,20.095832824707,33.916076,-27.581742,12.3394724754098,29.639617,32.03414,-26.875,1025,5.8750019073487,827,"Crotalaria ochroleuca",1,1,9,1.26e+13,1.96e+13,2.46809908,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",2.46809908,0,0,0,"Crotalaria ochroleuca","Crotalaria ochroleuca","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,1412
"86","Crotalaria_pallida",1,1431,3054.5,938,1626.71348707198,1376,1615,91,445.415094339623,242,26.8354167938232,18.1249990463257,22.6862421368986,22.6666660308838,35.930968,-31.72,2.32164590726765,2.25,30.089385,-26.9913665,2116.5,8.71041774749755,1524,"Crotalaria pallida",1,1,37,1.73e+13,3.48e+13,12.53796268,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",12.53796268,1,0,7,"Crotalaria pallida","Crotalaria pallida","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N","1","Crotalaria pallida",0,3163
"87","Crotalaria_prostrata",1,25,1406.8,1309,1360.16,1368,124,111,121.72,124,26.8558334350586,26.5566669464111,26.7334999084473,26.7291660308838,-12.263903,-12.50173,-12.321459,-12.3114,-12.2714736,-12.4404582,97.8,0.299166488647501,13,"Crotalaria prostrata",0,1,0,0,9.46e+12,15.44059322,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",15.44059322,0,0,1,"Crotalaria prostrata","Crotalaria prostrata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N","0",NA,0,1721
"88","Crotalaria_retusa",1,1461,2498,617,1304.35728952772,1125,568,60,209.101300479124,147,28.095832824707,21.8333339691162,25.8807979462328,26.4916667938232,30.4383,-28.914799,5.36004459794661,7.45,20.336495,-17.098611,1881,6.2624988555908,508,"Crotalaria retusa",1,1,36,1.48e+13,2.34e+13,8.42631233,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",8.42631233,1,0,8,"Crotalaria retusa","Crotalaria retusa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N","0",NA,0,1603
"89","Crotalaria_verrucosa",1,34,2108.45,956.9,1522.97058823529,1525.5,493.85,157.6,298.911764705882,287,26.4439579963684,17.3702088356018,22.9170342894161,23.0895833969116,20.19555,-25.01667,4.92314452941176,15.7265235,19.50461925,-22.25195395,1151.55,9.07374916076661,336.25,"Crotalaria verrucosa",1,1,33,1.91e+13,1.16e+13,11.59536979,"Crotalarieae","Crotalaria","Papilionoideae","Crotalarieae","1",11.59536979,1,0,3,"Crotalaria verrucosa","Crotalaria verrucosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,6,0,"Y","N","0",NA,0,2495
"90","Cytisus_multiflorus",1,268,1194.45,634,824.160447761194,785,382.65,162,269.380597014925,275,13.2995834827423,7.61291656494141,10.6946983782213,10.7666664123536,51.31271,-43.796487,29.1577966567164,45.4430675,50.7331584,-43.3981071,560.45,5.68666691780088,220.65,"Cytisus multiflorus",1,1,8,5.84e+12,5.82e+11,40.28634342,"Genisteae","Cytisus","Papilionoideae","Genisteae","1",40.28634342,1,0,2,"Cytisus multiflorus","Cytisus multiflorus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,474
"91","Cytisus_scoparius",1,9030,2324.55,692,1351.82735326689,1292,615,174,327.001550387597,290,14.0500001907349,8.34124956130981,10.9423786454819,10.8333330154419,53.612436,-50.339182,14.3695509597121,43.1413865,48.94255185,-43.44384435,1632.55,5.70875062942509,441,"Cytisus scoparius",1,1,27,3.1e+13,6.2e+12,47.697596,"Genisteae","Cytisus","Papilionoideae","Genisteae","1",47.697596,1,0,9,"Cytisus scoparius","Cytisus scoparius","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,3,0,"Y","N","0",NA,0,528
"92","Cytisus_striatus",1,297,1328.2,603.6,846.558922558923,777,479,143,279.188552188552,268,15.2058332443237,7.24333333969116,11.3708193149631,11.1958332061768,51.233342,-39.275914,39.7530121720539,45.10411,50.9556228,-35.3371748,724.6,7.96249990463258,336,"Cytisus striatus",1,1,4,1.74e+12,9.85e+11,36.08495238,"Genisteae","Cytisus","Papilionoideae","Genisteae","1",36.08495238,1,0,2,"Cytisus striatus","Cytisus striatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,1635
