"","X","species","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","median_long","quant95","quant005","biome","precip_range","temp_range","nitro_range","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count","species.y"
"2395",2525,"Trifolium_willdenovii",2773,1401,301.6,720.501983411468,629,285,95,173.761630003606,162,17.5225002288818,10.9008335113526,14.5484358090635,14.75,48.998097,27.63349,37.1158773293905,37.230335,-121.28528,43.375456,32.8246252,"12",1099.4,6.62166671752928,190,0,1,0,0,1.95e+12,39.51948825,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.51948825,0,1,0,"Trifolium willdenovii","Trifolium willdenovii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4044,"Trifolium willdenovii"
"2396",2526,"Trifolium_wormskioldii",1346,1321,225.25,660.661218424963,582.5,346,73,188.702823179792,177,17.3145837783814,4.43854176998138,10.1077111170117,9.375,48.82493,17.029167,35.1343396360327,35.973918,-116.934375,44.26967525,19.67663125,"5",1095.75,12.8760420084,273,0,1,0,0,3.7e+12,31.84253896,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,31.84253896,0,0,1,"Trifolium wormskioldii","Trifolium wormskioldii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4033,"Trifolium wormskioldii"
"2397",2527,"Trigonella_anguina",46,482,43.75,225.391304347826,189.5,144.25,45,83,75.5,25.9625005722046,15.7999999523163,20.0719202497731,19.6145839691162,34.85,-33.332108,9.85227826086957,28.855555,20.6582555,33.2541665,-31.38395825,"13",438.25,10.1625006198883,99.25,1,1,2,3.06e+12,1.19e+13,27.69818431,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,27.69818431,0,1,1,"Trigonella anguina","Trigonella anguina","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2038,"Trigonella anguina"
"2398",2528,"Trigonella_arabica",304,370.55,112.6,234.911184210526,232.5,186,53.15,110.421052631579,114,21.9700005531311,17.6502087593078,19.3960800108157,19.28125,32.780464,29.57,31.3279209868421,31.28,34.88,32.585,30.53767135,"13",257.95,4.31979179382329,132.85,0,1,0,0,1.3e+12,30.09974272,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,30.09974272,0,1,1,"Trigonella arabica","Trigonella arabica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9084,"Trigonella arabica"
"2399",2529,"Trigonella_balansae",90,825.55,433.45,576.588888888889,519.5,248,108,174.6,174.5,18.0600001335144,11.6893747806549,15.0673610581292,15.0604166984558,41.17167,26.739919,38.8359389888889,39.07722,22.557915,40.9476835,36.1831403,"12",392.1,6.37062535285956,140,1,1,1,1.16e+11,3.27e+12,30.83723646,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,30.83723646,0,1,2,"Trigonella balansae","Trigonella balansae","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2128,"Trigonella balansae"
"2400",2530,"Trigonella_berythea",72,841,409.95,607.763888888889,590.5,230,115,167.791666666667,153,19.2437500953674,15.8070835113525,17.6266782416238,17.5833330154419,33.71,31.412706,32.5063072083333,32.66927,35.1353485,33.108,31.645429,"12",431.05,3.43666658401489,115,0,1,0,0,9.26e+11,26.35781079,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,26.35781079,0,1,0,"Trigonella berythea","Trigonella berythea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1846,"Trigonella berythea"
"2401",2531,"Trigonella_caelesyriaca",58,768.2,233.75,457.034482758621,444.5,197.1,76,143.48275862069,145,19.627499294281,12.2035414218902,17.5505029415262,17.9479169845581,38.883333,30.6833,33.3937231724138,32.673349,35.622335,37.96669,31.6815,"12",534.45,7.42395787239073,121.1,0,1,0,0,3.13e+12,34.38102846,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,34.38102846,0,1,1,"Trigonella caelesyriaca","Trigonella caelesyriaca","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1846,"Trigonella caelesyriaca"
"2402",2532,"Trigonella_cylindracea",52,738.5,236.2,459.519230769231,420,203,75.4,140.057692307692,136,19.814582824707,13.7300003051758,17.2324518974011,17.3229169845581,38.833333,30.8833,33.4102182115385,32.5083505,35.8499845,36.99331495,31.10418185,"12",502.3,6.08458251953121,127.6,0,1,0,0,3.79e+12,30.39130692,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,30.39130692,0,1,0,"Trigonella cylindracea","Trigonella cylindracea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2244,"Trigonella cylindracea"
"2403",2533,"Trigonella_emodi",67,1537.3,309.8,820.238805970149,724,452.3,151.8,287.835820895522,287,17.8762506484985,1.13625000715256,7.69732586149849,7.19999980926514,36.75,28,30.6619913134328,29.05,83.596666,35.535,28.1,"10",1227.5,16.740000641346,300.5,0,1,0,0,3.3e+12,29.21634367,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,29.21634367,1,0,1,"Trigonella emodi","Trigonella emodi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2358,"Trigonella emodi"
"2404",2534,"Trigonella_glabra",40,479.699999999999,39.95,224.6,162.5,217.6,53.45,109.025,84,26.4556247711181,16.4460409641265,21.6831250905991,21.1541662216187,36.850311,-33.375,3.500409675,13.49389,38.0000015,32.83083335,-30.5002626,"13",439.749999999999,10.0095838069916,164.15,1,1,2,2.35e+12,3.82e+12,21.01839464,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,21.01839464,0,1,0,"Trigonella glabra","Trigonella glabra","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4313,"Trigonella glabra"
"2405",2535,"Trigonella_gladiata",997,975,393,695.843530591775,705,348,121,217.921765295888,209,14.9925001144409,9.38833312988281,12.4390212387116,12.6374998092651,48.57125,33.633333,42.6720912384152,43.57404,4.2122,44.786384,38.608444,"12",582,5.60416698455806,227,0,1,0,0,7.7e+12,40.14454926,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,40.14454926,0,1,0,"Trigonella gladiata","Trigonella gladiata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1993,"Trigonella gladiata"
"2406",2536,"Trigonella_spruneriana",29,843,216.2,433,311,225.2,77.2,144.275862068966,138,17.8283332824707,11.0749998092652,14.8649424191179,14.9499998092651,38.9321,29.62361,36.1593248965517,37.295278,36.8,38.786058,32.786,"12",626.8,6.75333347320552,148,0,1,0,0,3.77e+12,37.59924917,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,37.59924917,0,1,0,"Trigonella spruneriana","Trigonella spruneriana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1846,"Trigonella spruneriana"
"2407",2537,"Trigonella_stellata",466,292,37.25,151.094420600858,154,138,37,76.9163090128755,77,23.840624332428,17.2124996185303,19.9451716652244,19.4583330154419,34.85,17.31742,30.7849057521459,30.915,34.97,31.852379,29.5725,"13",254.75,6.62812471389768,101,0,1,0,0,1.02e+13,29.2718597,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,29.2718597,0,1,2,"Trigonella stellata","Trigonella stellata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2289,"Trigonella stellata"
"2408",2538,"Trigonella_suavissima",655,423,134,259.67786259542,240,135,26,54.6519083969466,42,23.9329160690308,16.5366664886475,21.0055979677739,21.1333332061768,-20.097244,-36.3841,-28.5686229343511,-29.042582,139.80791,-23.432665,-34.75453,"13",289,7.39624958038329,109,0,1,0,0,7.62e+12,-25.55398159,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,25.55398159,0,1,0,"Trigonella suavissima","Trigonella suavissima","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1869,"Trigonella suavissima"
"2409",2540,"Tylosema_esculentum",96,719.5,315.25,492.520833333333,448,113.5,44,71.7916666666667,61.5,23.3020834922791,16.5906252861023,20.2271266380946,20.2979164123535,-9.085337,-26.875,-21.9826449270833,-22.134111,20.75,-17.89125,-26.34801875,"7",404.25,6.7114582061768,69.5,0,1,0,0,4.05e+12,-23.84985133,"Cercideae","Tylosema","Cercidoideae","Cercideae",0,23.84985133,1,0,2,"Tylosema esculentum","Tylosema esculentum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4977,"Tylosema esculentum"
"2410",2541,"Ulex_europaeus",58101,1542,601,931.364176175969,838,1319,162,421.476239651641,306,13.8708333969116,7.45833349227905,10.4444108828647,10.1416664123535,63.796259,-54.872318,34.0989293193422,50.34645,-0.81702,57.242778,-41.174326,"4",941,6.41249990463255,1157,1,1,40,5.4e+13,2.25e+12,37.52703143,"Genisteae","Ulex","Papilionoideae","Genisteae",1,37.52703143,1,0,6,"Ulex europaeus","Ulex europaeus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0,1772,"Ulex europaeus"
"2411",2542,"Ulex_gallii",5191,1594,673,1123.53997303024,1117,853,238.5,485.858023502215,427,12.7166662216187,7.73125004768372,9.53861571295232,9.38749980926514,58.568154,36.8673,50.0911684805047,51.12233,-3.373607,53.8012395,42.98887375,"4",921,4.98541617393498,614.5,0,1,0,0,1.33e+12,50.37284987,"Genisteae","Ulex","Papilionoideae","Genisteae",1,50.37284987,1,0,0,"Ulex gallii","Ulex gallii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,0,"N","N",0,NA,0,450,"Ulex gallii"
"2412",2543,"Uraria_crinita",361,3382,1138,2177.92243767313,2116,586,128,255.313019390582,213,26.5625,18.2000007629395,22.2792243746179,22.3708324432373,26.261755,-8.116667,19.1352535152355,23.077556,116.62,25.025189,-6.5897,"1",2244,8.3624992370605,458,1,1,2,68344059458,6.6e+12,14.89116215,"Desmodieae","Uraria","Papilionoideae","Desmodieae",1,14.89116215,1,0,3,"Uraria crinita","Uraria crinita","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,268,"Uraria crinita"
"2413",2544,"Uraria_lagopodioides",1499,2335.2,723.9,1287.43228819213,1207,303,46,129.482321547698,96,27.6879167556763,19.5666675567627,25.6253057668176,26.8333339691162,31.7,-28.87,-8.82242747098065,-13.91849,132.30131,23.7162713,-18.8839832,"7",1611.3,8.12124919891357,257,0,1,0,0,1.33e+13,24.46070381,"Desmodieae","Uraria","Papilionoideae","Desmodieae",1,24.46070381,1,0,1,"Uraria lagopodioides","Uraria lagopodioides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,75,"Uraria lagopodioides"
"2414",2545,"Uraria_picta",747,2105.4,850.6,1293.60642570281,1129,311.1,63,169.117804551539,145,27.6879173278809,21.4599994659424,25.7173862099807,26.4583339691162,30.322778,-25.84008,3.77764381793842,6.562636,2.5439,22.0232407,-18.3566668,"7",1254.8,6.2279178619385,248.1,1,1,1,2055545262,3.11e+13,11.47219786,"Desmodieae","Uraria","Papilionoideae","Desmodieae",1,11.47219786,1,0,1,"Uraria picta","Uraria picta","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1094,"Uraria picta"
"2415",2546,"Uraria_rufescens",54,2315.35,961.6,1507.11111111111,1402,374.4,121.65,212.703703703704,194.5,26.6687497138977,16.2716675281524,23.1963734273557,24.2458333969116,32.42,9.64028,18.9078777037037,19,98.9292365,28.4750001,10.370374,"1",1353.75,10.3970821857452,252.75,0,1,0,0,1.09e+13,16.66621377,"Desmodieae","Uraria","Papilionoideae","Desmodieae",1,16.66621377,1,0,1,"Uraria rufescens","Uraria rufescens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1052,"Uraria rufescens"
"2416",2547,"Vandasina_retusa",80,2684.25,1276.5,1782.4,1669.5,205.75,77.95,146.4125,155,27.0058323860169,23.6602087020874,25.5315103769302,25.6145839691162,-6.47889,-17.7,-13.49034145,-15.0717365,145.0108375,-8.62664535,-16.99738165,"7",1407.75,3.3456236839295,127.8,0,1,0,0,4.67e+12,-8.06949004,"Phaseoleae","Vandasina","Papilionoideae","Phaseoleae",1,8.06949004,1,0,1,"Vandasina retusa","Vandasina retusa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,416,"Vandasina retusa"
"2417",2548,"Vatairea_guianensis",130,3269.85,1747.75,2578.36153846154,2585,286.25,139.35,202.638461538462,191,27.1187501907349,25.5316660881042,26.2909615736741,26.28125,11.19065,-11.5246,-0.874117343076923,-1.318318,-66.01095,6.4900015,-5.0715,"1",1522.1,1.58708410263063,146.9,0,1,0,0,6.58e+12,-0.43808048,"Dalbergieae","Vatairea","Papilionoideae","vataireoid clade",0,0.43808048,1,0,1,"Vatairea guianensis","Vatairea guianensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1327,"Vatairea guianensis"
"2418",2549,"Vatairea_heteroptera",29,1785.2,987.6,1305.62068965517,1228,392.4,133,222.068965517241,207,24.1783336639404,20.6941669464111,22.8071838247365,23.3833332061768,-9.171667,-24.71,-18.4691551965517,-19.164444,-40.1575,-9.3250008,-24.65953242,"1",797.6,3.4841667175293,259.4,0,1,0,0,2.92e+11,-22.25039282,"Dalbergieae","Vatairea","Papilionoideae","vataireoid clade",0,22.25039282,1,0,1,"Vatairea heteroptera","Vatairea heteroptera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,8184,"Vatairea heteroptera"
"2419",2550,"Vataireopsis_araroba",31,1804.5,1159,1374.48387096774,1274,390,189,240.161290322581,221,24.1416673660278,19.7479162216187,22.649462423017,23.3875007629395,-14.593333,-22.654167,-18.3149087096774,-19.094728,-40.045278,-14.727778,-22.4825,"1",645.5,4.3937511444092,201,0,1,0,0,6.06e+11,-16.02407645,"Dalbergieae","Vataireopsis","Papilionoideae","vataireoid clade",0,16.02407645,1,0,2,"Vataireopsis araroba","Vataireopsis araroba","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,14,"Vataireopsis araroba"
"2420",2551,"Vicia_acutifolia",353,1517.4,1215.6,1330.74504249292,1304,1917,403.8,1103.85269121813,1003,23.778332901001,19.8458332061768,21.8831208582978,22.0041675567627,31.954431,22.3433,28.277040101983,28.482,-81.532692,30.1765876,25.9642814,"5",301.8,3.93249969482422,1513.2,0,1,0,0,3.8e+11,31.42637685,"Vicieae","Vicia","Papilionoideae","Fabeae",1,31.42637685,0,0,0,"Vicia acutifolia","Vicia acutifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6973,"Vicia acutifolia"
"2421",2552,"Vicia_americana",7725,1469,314,662.818252427184,550,434,111,240.166990291262,221,13.9041669845581,1.10083322525025,7.03687701954871,7.02500009536743,67.88,18.718333,43.2291361627443,43.139,-111.34,53.298831,33.7411058,"5",1155,12.8033337593079,323,0,1,0,0,5.92e+12,33.80589323,"Vicieae","Vicia","Papilionoideae","Fabeae",1,33.80589323,0,0,0,"Vicia americana","Vicia americana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,38560,"Vicia americana"
"2422",2553,"Vicia_amoena",1779,1575.1,315.8,769.836987071388,540,473,106,306.422147273749,314,13.4683338165284,-3.34000012874603,4.86840686866435,3.27083325386047,62.926,21.957355,44.9417553759415,44.179971,111.62,56.2041047,33.9805458,"4",1259.3,16.8083339452744,367,0,1,0,0,1.98e+13,47.31120259,"Vicieae","Vicia","Papilionoideae","Fabeae",1,47.31120259,0,0,2,"Vicia amoena","Vicia amoena","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,7009,"Vicia amoena"
"2423",2554,"Vicia_amurensis",607,1501.7,435.3,961.238879736409,858,538.4,157.5,348.884678747941,349,12.1495836257935,-2.42916665077209,5.81869166162129,6.47083330154419,55.2885,34.996031,41.680882937397,40.82,129.416731,52.45902,35.4808837,"4",1066.4,14.5787502765656,380.9,0,1,0,0,1.06e+13,45.12829818,"Vicieae","Vicia","Papilionoideae","Fabeae",1,45.12829818,0,0,3,"Vicia amurensis","Vicia amurensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,7616,"Vicia amurensis"
"2424",2555,"Vicia_articulata",644,1009.85,364.3,645.467391304348,626,375,94.15,201.748447204969,182.5,15.8181249141693,7.90333318710327,11.9086309353017,11.78125,58.38556,27.6785102,42.9123746726708,41.705,2.081015,51.4599525,37.18084,"12",645.55,7.91479172706601,280.85,1,1,4,9.56e+12,3.8e+12,42.41501197,"Vicieae","Vicia","Papilionoideae","Fabeae",1,42.41501197,0,1,3,"Vicia articulata","Vicia articulata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,7140,"Vicia articulata"
"2425",2556,"Vicia_benghalensis",1895,1226.9,365.7,653.261213720317,599,298,113.7,180.222163588391,162,17.6720832824707,11.5820830345154,15.0518381727717,15.1999998092651,50.529339,-37.8525,33.2974378585752,39.558203,-4.480885,43.6639006,-33.7816401,"12",861.2,6.09000024795532,184.3,1,1,7,6.65e+12,4.43e+12,38.38885688,"Vicieae","Vicia","Papilionoideae","Fabeae",1,38.38885688,0,1,2,"Vicia benghalensis","Vicia benghalensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,7204,"Vicia benghalensis"
"2426",2557,"Vicia_biennis",240,638,299.45,495.770833333333,513.5,421.1,232.9,311.975,297,9.74375019073486,3.57500004768372,5.4580381979545,4.93333339691162,61.9079,44.24262,52.5563455125,53.142048,45.176415,55.6336977,46.998385,"4",338.55,6.16875014305114,188.2,0,1,0,0,1.35e+13,48.21091247,"Vicieae","Vicia","Papilionoideae","Fabeae",1,48.21091247,0,0,1,"Vicia biennis","Vicia biennis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,7102,"Vicia biennis"
"2427",2558,"Vicia_bithynica",2217,1290.2,528.8,828.447451511051,781,410.2,136,235.291384754172,214,15.221667098999,9.77416629791259,12.6854815151867,12.6999998092651,56.174245,31.983334,43.8192655805593,43.65636,2.657182,50.5853032,39.030332,"4",761.4,5.44750080108639,274.2,0,1,0,0,7.27e+12,38.92581147,"Vicieae","Vicia","Papilionoideae","Fabeae",1,38.92581147,0,1,1,"Vicia bithynica","Vicia bithynica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6804,"Vicia bithynica"
"2428",2559,"Vicia_bungei",201,1226,391,671.228855721393,613,455,72,206.965174129353,142,15.5541667938232,4.15416669845581,10.5985074713456,10.5625,49.28,25.012526,34.7083375721393,35.3,108.94426,40.03971,27.82308,"4",835,11.4000000953674,383,0,1,0,0,3.95e+11,33.93995446,"Vicieae","Vicia","Papilionoideae","Fabeae",1,33.93995446,0,0.392857143,0,"Vicia bungei","Vicia bungei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6957,"Vicia bungei"
"2429",2560,"Vicia_caroliniana",1544,1532.7,858,1194.44365284974,1162,517,104,226.823186528497,187,17.1160416603088,8.09291715621949,12.5458549171532,12.3333330154419,45.3192,29.703002,37.2899582733161,36.8619045,-83.4173635,42.7871266,33.0190742,"4",674.7,9.02312450408931,413,0,1,0,0,3.27e+12,36.86268469,"Vicieae","Vicia","Papilionoideae","Fabeae",1,36.86268469,0,0,0,"Vicia caroliniana","Vicia caroliniana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,7144,"Vicia caroliniana"
"2430",2561,"Vicia_cassubica",4970,906,530.45,665.549698189135,627,679,162,372.842253521127,354,9.38749980926514,5.45187504291534,7.46153504447356,7.27291679382324,63.563467,33.865,54.2291693079678,55.59987,14.37496,58.7626141,47.44049,"4",375.55,3.9356247663498,517,0,1,0,0,1.23e+13,47.25878122,"Vicieae","Vicia","Papilionoideae","Fabeae",1,47.25878122,0,0,1,"Vicia cassubica","Vicia cassubica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6792,"Vicia cassubica"
"2431",2562,"Vicia_cracca",164741,1254,530,781.904249701046,740,782,179,407.772418523622,354,10.7375001907349,1.57916676998138,7.23313259103765,7.90833330154419,72.71864,-46.513933,54.0183737388944,53.239937,9.675135,63.47414,44.99096,"4",724,9.15833342075352,603,1,1,9,1.02e+13,4.17e+13,45.91831254,"Vicieae","Vicia","Papilionoideae","Fabeae",1,45.91831254,0,0,5,"Vicia cracca","Vicia cracca","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,17,17,0,"Y","N",1,"Vicia cracca",0,6806,"Vicia cracca"
"2432",2563,"Vicia_disperma",1217,1292.6,434,794.248972884141,736,380.6,130,213.856203779786,194,16.6650001525879,9.89583358764649,13.9188030586932,14.2916669845581,49.538398,-41.126852,37.4041849358258,40.803944,-4.913909,44.327122,27.71851048,"12",858.6,6.76916656494137,250.6,1,1,3,9.09e+12,4.31e+12,38.6017296,"Vicieae","Vicia","Papilionoideae","Fabeae",1,38.6017296,0,1,0,"Vicia disperma","Vicia disperma","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6819,"Vicia disperma"
"2433",2564,"Vicia_dumetorum",2820,1341.1,551.95,886.010992907801,830,536.149999999999,169,306.478368794326,270,10.2085413455963,6.29583311080933,8.28287528951963,8.31041669845581,62.50909,39.32167,49.2350764985816,48.72,10.458182,55.5767135,45.6866185,"4",789.149999999999,3.91270823478699,367.149999999999,0,1,0,0,4.68e+12,53.00752415,"Vicieae","Vicia","Papilionoideae","Fabeae",1,53.00752415,0,0,0,"Vicia dumetorum","Vicia dumetorum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6950,"Vicia dumetorum"
"2434",2565,"Vicia_ervilia",993,1058.6,305.6,685.030211480362,703,383.8,109,214.410876132931,199,18.0308338165283,7.40083322525025,12.4526477196636,12.0458335876465,52.0645,27.7985335,40.9298072984894,39.95,21.7,48.592884,32.8246668,"4",753,10.6300005912781,274.8,1,1,6,4.07e+12,1.28e+13,42.00751036,"Vicieae","Vicia","Papilionoideae","Fabeae",1,42.00751036,0,0,4,"Vicia ervilia","Vicia ervilia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6803,"Vicia ervilia"
"2435",2566,"Vicia_faba",20973,1226,415,776.335049825967,746,372,125,220.188242025461,203,17.7000007629395,9.6875,12.5834102181353,12.0916662216187,59.8,-46.443423,43.0336913497401,45.137763,1.898748,49.2180556,28.200611,"4",811,8.0125007629395,247,1,1,45,9.45e+13,2.84e+11,-25.65537016,"Vicieae","Vicia","Papilionoideae","Fabeae",1,25.65537016,0,1,4,"Vicia faba","Vicia faba","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,10,10,0,"Y","N",1,"Vicia faba",0,10039,"Vicia faba"
"2436",2567,"Vicia_floridana",85,1482.4,1242.8,1337.24705882353,1307,1911,414,1097.31764705882,943,22.578332901001,20.0758331298828,21.0594118230483,20.8708324432373,30.362447,27.0333,29.1320625411765,29.2547,-82.02365,29.983028,27.46978,"5",239.6,2.50249977111812,1497,0,1,0,0,2.99e+11,30.73256669,"Vicieae","Vicia","Papilionoideae","Fabeae",1,30.73256669,0,0,0,"Vicia floridana","Vicia floridana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,7208,"Vicia floridana"
"2437",2568,"Vicia_graminea",106,1691.25,660.5,1148.89622641509,1077,455.5,121.25,241.801886792453,206.5,22.4645838737488,8.50729203224182,16.2345518436072,17.4395837783814,7.391086,-50.73,-24.1936061603774,-29.244861,-59.705,5.54134825,-37.05,"7",1030.75,13.9572918415069,334.25,0,0,0,0,0,NA,"Vicieae","Vicia","Papilionoideae","Fabeae",1,NA,0,1,0,"Vicia graminea","Vicia graminea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6980,"Vicia graminea"
"2438",2569,"Vicia_grandiflora",2720,1425,501.95,763.208088235294,672.5,395.05,107.95,218.724264705882,199,16.6629170417785,7.78333330154419,10.6628553897142,9.37083339691162,58.25,30.380768,45.7507188948529,47.591449,14.041618,53.4485,33.6301225,"4",923.05,8.87958374023435,287.1,1,1,2,2.65e+12,1.13e+13,45.12639523,"Vicieae","Vicia","Papilionoideae","Fabeae",1,45.12639523,0,0,1,"Vicia grandiflora","Vicia grandiflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,8645,"Vicia grandiflora"
"2439",2570,"Vicia_hirsuta",65075,1125,553,778.257472147522,763,605,161,308.613077218594,265,12.6875,5.47083330154419,9.11800089864163,9.26249980926514,68.685647,-45.899,49.7902695462144,50.824931,6.65,59.187753,42.8899166,"4",572,7.21666669845581,444,1,1,16,1.3e+13,4.23e+13,36.75835276,"Vicieae","Vicia","Papilionoideae","Fabeae",1,36.75835276,0,0,4,"Vicia hirsuta","Vicia hirsuta","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,6,6,0,"Y","N",1,"Vicia hirsuta",0,7809,"Vicia hirsuta"
"2440",2571,"Vicia_hybrida",3957,962,397,704.242355319687,704,347,125,207.662117765984,191,18.716667175293,10.6158334732055,14.1305892533776,14.029167175293,50.591755,30.5492,41.6585288377811,43.405938,4.81932,45.087296,32.9,"12",565,8.10083370208746,222,1,1,1,41507410896,1.92e+13,40.80149549,"Vicieae","Vicia","Papilionoideae","Fabeae",1,40.80149549,0,1,2,"Vicia hybrida","Vicia hybrida","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,8833,"Vicia hybrida"
"2441",2572,"Vicia_hyrcanica",155,734.8,204.3,421.593548387097,390,330.6,98.8,189.445161290323,170,16.6137495040893,6.26833329200745,12.0766129447568,12.6875,43.283333,31.56157,39.0727109870968,38.96,67.066667,41.7766669,36.308331,"8",530.5,10.3454162120819,231.8,0,1,0,0,7.55e+12,40.68927257,"Vicieae","Vicia","Papilionoideae","Fabeae",1,40.68927257,0,1,1,"Vicia hyrcanica","Vicia hyrcanica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6801,"Vicia hyrcanica"
