"","species","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","quant95","quant005","Phy","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count","precip_range","temp_range","nitro_range"
"139","Lotus_corniculatus",175670,1447,552,869.492895770479,794,848,165,398.764894404281,324,12.341667175293,3.68333339691162,8.31023787727708,8.58749961853027,70.4611335,-46.123,50.6234977030546,50.989831,60.20250765,42.4340246,"Lotus corniculatus",1,1,9,2.11e+13,5.04e+13,37.14945239,"Loteae","Lotus","Papilionoideae","Loteae","1",37.14945239,1,0,3,"Lotus corniculatus","Lotus corniculatus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,24,22,0,"Y","N","0",NA,0,8694,895,8.65833377838138,683
"140","Lotus_pedunculatus",84027,1384,609,879.610303830911,805,845,168,361.362478727076,286,12.0916662216187,7.28749990463257,9.37281404689369,9.39166641235352,63.495895,-46.9284,48.8005893772883,51.374928,56.3199033,42.81832227,"Lotus pedunculatus",1,1,15,2.5e+13,1.09e+13,44.99702249,"Loteae","Lotus","Papilionoideae","Loteae","1",44.99702249,0,0,2,"Lotus pedunculatus","Lotus pedunculatus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,8684,775,4.80416631698613,677
"141","Lotus_subbiflorus",1263,1678.9,506,963.160728424386,891,558,130,276.619952494062,257,17.8583335876465,10.3629168510437,14.3423495534291,14.2833337783813,55.583907,-41.371427,-2.51451912153603,-33.7151,50.5694305,-38.51113,"Lotus subbiflorus",0,1,0,0,4.06e+12,41.84978999,"Loteae","Lotus","Papilionoideae","Loteae","1",41.84978999,0,1,0,"Lotus subbiflorus","Lotus subbiflorus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,8640,1172.9,7.49541673660277,428
"142","Lotus_tenuis",6711,1103,503.5,774.385039487409,772,466,143,259.386529578304,230,14.779167175293,8.11458349227905,10.7995622830834,10.3916664123535,63.26673,-45.872598,46.2358088983311,46.8412,54.1484,40.43093,"Lotus tenuis",1,0,2,8.46e+11,0,NA,"Loteae","Lotus","Papilionoideae","Loteae","1",NA,0,0,0,"Lotus tenuis","Lotus tenuis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N","0",NA,0,10043,599.5,6.66458368301395,323
"143","Lotus_ucrainicus",277,759.599999999999,385.8,578.386281588448,564,441.8,189.4,297.660649819495,284,9.4625,1.30333333015442,6.47939229727007,7.21666669845581,61.273609,44.532132,50.7427175306859,49.907699,57.1031008,47.1238444,"Lotus ucrainicus",0,1,0,0,8.86e+12,54.03311966,"Loteae","Lotus","Papilionoideae","Loteae","1",54.03311966,0,0,0,"Lotus ucrainicus","Lotus ucrainicus","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,8641,373.799999999999,8.15916666984558,252.4
"144","Lupinus_albus",1777,1148.2,15,673.314575126618,649,339.4,117,193.317951603827,184,21.5558326721191,10.170000076294,14.5588984272087,14.6708335876465,59.000168,-38.817373,39.5110693842994,40.15,48.131202,27.5153336,"Lupinus albus",1,1,23,3.77e+13,1.31e+12,39.45133558,"Genisteae","Lupinus","Papilionoideae","Genisteae","1",39.45133558,0,1,6,"Lupinus albus","Lupinus albus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,6420,1133.2,11.3858325958251,222.4
"145","Lupinus_angustifolius",7662,1261,378,697.021926389977,644,378,112,202.678543461237,181,17.3708324432373,7.80854172706604,13.3269838110737,13.8041667938232,61.698903,-44.805204,39.099342168781,41.2103705,51.71811245,32.9901092,"Lupinus angustifolius",1,1,23,3.15e+13,8.2e+12,37.55619092,"Genisteae","Lupinus","Papilionoideae","Genisteae","1",37.55619092,0,1,8,"Lupinus angustifolius","Lupinus angustifolius","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,3258,883,9.56229071617126,266
"146","Lupinus_arboreus",1219,1640.3,473.9,892.674323215751,765,715,180.9,348.598031173093,298,14.9970833778381,8.36125020980835,11.0585247617554,10.5166664123535,57.688792,-46.889222,3.45852021164889,34.219615,52.8842775,-45.8627491,"Lupinus arboreus",1,1,8,5.59e+12,8.34e+11,41.66077745,"Genisteae","Lupinus","Papilionoideae","Genisteae","1",41.66077745,1,0,2,"Lupinus arboreus","Lupinus arboreus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,3349,1166.4,6.63583316802977,534.1
"147","Lupinus_cosentinii",333,952.2,268.8,580.087087087087,541,258,62.2,163.345345345345,151,20.1633335113525,15.1991664886475,17.4973098107644,17.4291667938232,40.667801,-36.833333,-13.1996896603604,-31.928649,37.25,-35.4246894,"Lupinus cosentinii",1,1,5,1.28e+13,1.45e+12,38.52069805,"Genisteae","Lupinus","Papilionoideae","Genisteae","1",38.52069805,0,0,1,"Lupinus cosentinii","Lupinus cosentinii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,3082,683.4,4.96416702270508,195.8
"148","Lupinus_luteus",2596,1549,514,814.028505392912,733,462,128,233.659476117103,198,17.5479168891907,8.08333301544189,12.7414323408358,12.7958335876465,58.95,-36.916667,41.0790010293143,41.935266,53.02496075,36.20359925,"Lupinus luteus",1,1,21,3.32e+13,7.18e+11,23.59231907,"Genisteae","Lupinus","Papilionoideae","Genisteae","1",23.59231907,0,1,5,"Lupinus luteus","Lupinus luteus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,4252,1035,9.46458387374878,334
"149","Lupinus_nootkatensis",722,2974.9,542.3,1214.60110803324,886,1396,351,689.790858725762,622.5,8.36145849227905,-1.88124998807907,3.40755425103091,3.25624990463256,70.502382,46.804967,58.9517662965374,59.1088425,63.45406695,52.8470972,"Lupinus nootkatensis",1,1,3,7.27e+11,1.36e+13,61.82404495,"Genisteae","Lupinus","Papilionoideae","Genisteae","1",61.82404495,0,0,0,"Lupinus nootkatensis","Lupinus nootkatensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,3155,2432.6,10.2427084803581,1045
"150","Lupinus_perennis",1804,1577,745,989.864745011086,890,654.799999999999,141.15,323.506651884701,275,19.6154168128967,5.84291667938232,9.51217895176286,8.17500019073486,70.403023,28,41.7284492388027,42.7655825,45.83134015,30.42537815,"Lupinus perennis",1,1,11,1.19e+13,3.4e+12,43.42084312,"Genisteae","Lupinus","Papilionoideae","Genisteae","1",43.42084312,0,0,2,"Lupinus perennis","Lupinus perennis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,3581,832,13.7725001335144,513.649999999999
"151","Lupinus_polyphyllus",77272,1246,549,757.872165855679,672,809,197,464.336318459468,449,9.40833377838135,1.72916662693024,5.42366526727849,5.36250019073486,70.415645,-54.871872,56.9006920804625,59.135931,64.2625223,47.09663845,"Lupinus polyphyllus",1,1,13,3.01e+13,6.85e+12,48.85857516,"Genisteae","Lupinus","Papilionoideae","Genisteae","1",48.85857516,0,0,3,"Lupinus polyphyllus","Lupinus polyphyllus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,1,0,"Y","N","0",NA,0,3110,697,7.67916715145111,612
"152","Macroptilium_atropurpureum",2860,2334.1,360.9,1222.07027972028,1181,494,84,231.984965034965,188,27.2085422515869,17.6104159355163,22.5448310171808,22.75,31.343333,-33.76288,4.44386145115385,16.673125,25.66707465,-27.84960715,"Macroptilium atropurpureum",1,1,22,1.28e+13,1.06e+13,9.75409644,"Phaseoleae","Macroptilium","Papilionoideae","Phaseoleae","1",9.75409644,0,0,4,"Macroptilium atropurpureum","Macroptilium atropurpureum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N","0",NA,0,216,1973.2,9.59812631607059,410
"153","Macroptilium_lathyroides",2142,2458.8,624,1361.45985060691,1290,1608,79,413.827731092437,197,27.716667175293,19.2587498664856,23.4619339320506,23.2999992370605,32.12,-35.6973,2.93307501722689,5.2712665,28.70529655,-27.61264985,"Macroptilium lathyroides",1,1,28,2.04e+13,5.39e+12,6.47875062,"Phaseoleae","Macroptilium","Papilionoideae","Phaseoleae","1",6.47875062,0,0,3,"Macroptilium lathyroides","Macroptilium lathyroides","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,185,1834.8,8.45791730880736,1529
"154","Macrotyloma_axillare",408,2614.25,548.05,1252.58088235294,1115,311.6,75,170.370098039216,157,25.5581247329712,16.628124332428,20.7875919412164,20.5437498092652,13.883333,-32.625,-15.8303259044118,-17.629165,6.9565,-29.375,"Macrotyloma axillare",1,1,2,2.13e+12,1.85e+13,-1.66724333,"Phaseoleae","Macrotyloma","Papilionoideae","Phaseoleae","1",1.66724333,0,0,3,"Macrotyloma axillare","Macrotyloma axillare","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,401,2066.2,8.9300004005432,236.6
"155","Macrotyloma_uniflorum",131,2099.5,391.5,1080.64122137405,1001,309,50,161.587786259542,115,26.1875,17.7999992370605,22.0723918157679,22.5750007629395,29.55,-28.090067,-9.90113929007634,-16.890133,27.3,-27.345071,"Macrotyloma uniflorum",1,1,2,2.27e+12,3.34e+13,12.96417812,"Phaseoleae","Macrotyloma","Papilionoideae","Phaseoleae","1",12.96417812,0,0,4,"Macrotyloma uniflorum","Macrotyloma uniflorum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,400,1708,8.38750076293945,259
"156","Medicago_arabica",27039,1146.1,569,781.834683235327,753,410,137,241.824623691705,222,15.341667175293,9.55833339691162,11.6941997377278,11.1999998092651,63.05278,-45.5425,43.6877522115796,46.72464,52.1901919,36.1962231,"Medicago arabica",1,1,15,2.2e+13,9.67e+12,41.22666334,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",41.22666334,0,1,2,"Medicago arabica","Medicago arabica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,14383,577.099999999999,5.78333377838138,273
"157","Medicago_arborea",935,848.3,372.8,610.499465240642,608,289,113,187.87486631016,180,17.9166660308838,11.8320830345154,14.9930347539524,14.9499998092651,50.631537,-44.9166,40.4038832812834,42.385477,45.7428143,35.9992079,"Medicago arborea",1,1,11,1.59e+13,1.67e+12,39.87021767,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",39.87021767,1,0,1,"Medicago arborea","Medicago arborea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,8608,475.5,6.08458299636842,176
"158","Medicago_falcata",25979,1086,406,692.340852226799,654,587,167,317.940259440317,285,11.2416667938232,1.32916665077209,7.39677801047644,8.17500019073486,67.8403,-48.22,50.787042351226,50.374931,56.8236448,44.517406,"Medicago falcata",1,1,9,1.89e+13,3.47e+13,44.79776245,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",44.79776245,0,0,2,"Medicago falcata","Medicago falcata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,6,0,"Y","N","0",NA,0,7662,680,9.91250014305111,420
"159","Medicago_laciniata",2454,721,151,405.557457212714,389,217,52.65,116.070497147514,107,21.2989579200745,15.3054167747498,18.2809817184737,18.15625,59.86839,-37.8331,-15.7062086633659,-31.113009,34.799174955,-34.586353,"Medicago laciniata",1,1,6,5.39e+12,1.64e+13,13.83832373,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",13.83832373,0,1,2,"Medicago laciniata","Medicago laciniata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,7390,570,5.99354114532471,164.35
"160","Medicago_littoralis",3916,724.25,284.75,440.725485188968,403,221,101,144.01455566905,130,18.2531251907349,12.9031245708466,15.7285910472198,15.8104166984558,51.25,-37,38.4645869106231,39.42,43.26,34.3126555,"Medicago littoralis",1,1,1,3.51e+12,8.61e+12,38.82049421,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",38.82049421,0,1,1,"Medicago littoralis","Medicago littoralis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,9617,439.5,5.35000061988827,120
"161","Medicago_lupulina",119142,1227,524,790.908865051787,766,608,154,318.105806516594,277,13.3625001907349,5.01666688919067,9.23744254138767,9.46666622161865,69.541495,-51.873889,48.8105088708415,50.330049,58.5350875,39.5479293,"Medicago lupulina",1,1,25,5.66e+13,5.28e+13,36.30563226,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",36.30563226,0,0,3,"Medicago lupulina","Medicago lupulina","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,8,8,0,"Y","N","0",NA,0,7215,703,8.34583330154423,454
"162","Medicago_minima",24505,1039,287,632.568373801265,628,411,78,201.794409304224,177,18.353332901001,8.44249992370606,13.3150494815366,13,62.63794,-45.022427,25.8561414316956,41.54,50.3540768,-34.76654,"Medicago minima",1,1,12,1.05e+13,4.22e+13,39.98875157,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",39.98875157,0,0,2,"Medicago minima","Medicago minima","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,12,10,0,"Y","N","0",NA,0,11861,752,9.91083297729492,333
"163","Medicago_orbicularis",6595,991,366,652.757846853677,647,347,114,194.691129643669,176,18.4541664123535,10.25,14.197509474335,14.2458333969116,50.647318,-37.6833,38.6884846267779,40.493643,45.981853,32.0833237,"Medicago orbicularis",1,1,8,1.45e+13,2.14e+13,39.22951887,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",39.22951887,0,1,3,"Medicago orbicularis","Medicago orbicularis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,8517,625,8.2041664123535,233
"164","Medicago_polymorpha",22702,1145,301,643.485948374593,608,332,90,184.684080697736,164,19.8708324432373,10.3374996185303,15.4968044324028,15.716667175293,58.45,-53,16.0935450220641,36.67019,47.6801025,-37.0497836,"Medicago polymorpha",1,1,30,4.38e+13,1.61e+13,35.90556071,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",35.90556071,0,0,5,"Medicago polymorpha","Medicago polymorpha","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,6,0,"Y","N","0",NA,0,10029,844,9.533332824707,242
"165","Medicago_praecox",898,865.9,330,540.469933184855,507,298.45,90.85,164.369710467706,154,18.3739575386047,10.8645833492279,15.9768234759503,16.8395833969116,55.77235,-35.919883,0.60738179922049,-31.9989875,44.7099739,-35.2518927,"Medicago praecox",1,1,2,9.78e+12,2.81e+12,39.83903327,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",39.83903327,0,1,0,"Medicago praecox","Medicago praecox","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,8557,535.9,7.50937418937685,207.6
"166","Medicago_sativa",72307,1145,391,728.76494668566,722,532,124,268.629371983349,234,15.4291667938232,5.45833349227905,10.2008160814231,10.0500001907349,69.540475,-51.72765,45.0327501498956,47.6197,56.1813033,35.157665,"Medicago sativa",1,1,51,1.04e+14,2.51e+12,13.71384711,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",13.71384711,0,0,6,"Medicago sativa","Medicago sativa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,19,19,0,"Y","N","0",NA,0,36583,754,9.97083330154415,408
"167","Medicago_truncatula",4887,768.7,276,487.167792101494,454,256,81,150.07080008185,139,19.1375007629395,13.2149998664856,16.3030199249366,16.5708332061768,48.80409,-40.12,5.96159637616124,32.59,43.26101,-35.721068,"Medicago truncatula",1,1,1,7.62e+12,8.96e+12,37.40641767,"Trifolieae","Medicago","Papilionoideae","Trifolieae","1",37.40641767,0,0,2,"Medicago truncatula","Medicago truncatula","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,7462,492.7,5.9225008964539,175
"168","Melilotus_albus",68024,1194,453,755.932068093614,734.5,616,148,318.370545689757,273,14.0916662216187,3.70416665077209,8.63609259291621,8.74166679382324,69.046072,-52.6,49.048783119865,50.2749415,60.00858585,37.6908984,"Melilotus albus",1,1,22,3.62e+13,4.1e+13,38.37683966,"Trifolieae","Melilotus","Papilionoideae","Trifolieae","1",38.37683966,0,0,5,"Melilotus albus","Melilotus albus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,8,8,0,"Y","N","0",NA,0,4774,741,10.3874995708466,468
"169","Melilotus_altissimus",13015,1178,585,798.431117940837,771,563.299999999999,164,304.93799462159,273,11.6083335876465,6.90000009536743,9.43479062635258,9.55416679382324,65.81432,37.279867,50.1732136808375,50.4068,56.1726245,44.534487,"Melilotus altissimus",1,1,5,3.18e+12,1.25e+13,47.97752555,"Trifolieae","Melilotus","Papilionoideae","Trifolieae","1",47.97752555,0,0,2,"Melilotus altissimus","Melilotus altissimus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,629,593,4.70833349227907,399.299999999999
"170","Melilotus_indicus",8175,1210.3,261,625.922935779816,576,389.599999999999,75,192.098470948012,162,21.2625007629395,9.50833320617676,15.7680438284918,15.9833335876465,60.186932,-45.2377,22.7313483311437,34.185303,51.642176,-37.4571102,"Melilotus indicus",1,1,29,4.92e+13,2.52e+13,29.40293849,"Trifolieae","Melilotus","Papilionoideae","Trifolieae","1",29.40293849,0,1,5,"Melilotus indicus","Melilotus indicus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N","0",NA,0,4574,949.299999999999,11.7541675567627,314.599999999999
"171","Melilotus_officinalis",39317,1128,424,733.011063916372,719,557,150,292.879136251494,259,12.4833335876465,2.94166660308838,8.3947123173393,8.69166660308838,69.2718,-50.323066,49.3195968670906,49.92,58.5423096,38.9984776,"Melilotus officinalis",1,1,19,4.3e+13,2.59e+13,45.88771339,"Trifolieae","Melilotus","Papilionoideae","Trifolieae","1",45.88771339,0,0,6,"Melilotus officinalis","Melilotus officinalis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,8,8,0,"Y","N","0",NA,0,10701,704,9.54166698455812,407
"172","Mimosa_bimucronata",328,2003.6,1065.75,1535.5243902439,1510,357,122.35,218.219512195122,202,24.7968749046325,17.9212502479553,21.0302718412585,20.3791675567627,32.53,-31.802083,-18.154413702439,-22.8975,22.868428,-29.62996655,"Mimosa bimucronata",1,1,5,3.09e+12,2.55e+11,3.31624923,"Mimoseae","Mimosa","Caesalpinioideae","Mimoseae","1",3.31624923,1,0,4,"Mimosa bimucronata","Mimosa bimucronata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,2237,937.85,6.87562465667722,234.65
"173","Mimosa_diplotricha",624,3220.55,1053,1998.625,1870,494,126,249.293269230769,218,27.3187505722046,18.9095828056335,23.3488782139925,23.2562494277955,28.466944,-29.855381,8.36589957211539,14.3408115,23.76773625,-22.6270416,"Mimosa diplotricha",1,1,21,2.41e+13,2.15e+13,2.59399703,"Mimoseae","Mimosa","Caesalpinioideae","Mimoseae","1",2.59399703,1,0,6,"Mimosa diplotricha","Mimosa diplotricha","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,2240,2167.55,8.40916776657111,368
"174","Mimosa_pigra",7957,2247,806.8,1490.31142390348,1475,357,73,176.51376146789,159,27.8041667938232,21.0533332824707,26.1007163297206,26.9958324432373,29.02039,-34.442877,-5.59878176643207,-12.609,18.9333112,-19.3496666,"Mimosa pigra",1,1,14,7.26e+12,4.26e+13,1.62469983,"Mimoseae","Mimosa","Caesalpinioideae","Mimoseae","1",1.62469983,1,0,3,"Mimosa pigra","Mimosa pigra","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,2469,1440.2,6.75083351135254,284
"175","Mimosa_pudica",7086,3410,951,2032.71281399944,1959,520,110,258.496189669771,225.5,27.425000667572,19.283332824707,23.8711549790943,24.1520833969116,37.670064,-35.059009,7.55006903566187,10.440386,27.61552725,-22.22681975,"Mimosa pudica",1,1,50,3.07e+13,1.61e+13,9.32751251,"Mimoseae","Mimosa","Caesalpinioideae","Mimoseae","1",9.32751251,1,0,6,"Mimosa pudica","Mimosa pudica","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,18,18,0,"Y","N","0",NA,0,2347,2459,8.14166784286503,410
"176","Mimosa_tricephala",359,1726.4,300.8,877.701949860724,845,376.899999999999,100,197.25348189415,180,27.8254173278809,17.9954158782959,23.4187906233381,23.3125,27.983611,10.345833,19.3011897325905,19.041667,24.0053774,10.8574997,"Mimosa tricephala",0,0,0,0,0,NA,"Mimoseae","Mimosa","Caesalpinioideae","Mimoseae","1",NA,0.878787879,0.033333333,0,"Mimosa tricephala","Mimosa tricephala","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,2235,1425.6,9.83000144958501,276.899999999999
"177","Onobrychis_viciifolia",16833,1390.4,505,882.457791243391,821,594,156,334.160815065645,301,13.0516668319702,3.75666670799256,8.9052419384483,9.4375,68.172103,-42.483333,47.2537070230084,47.1162,52.5026176,42.2461118,"Onobrychis viciifolia",1,1,21,3.34e+13,1.89e+12,46.66104323,"Hedysareae","Onobrychis","Papilionoideae","Hedysareae","1",46.66104323,0,0,2,"Onobrychis viciifolia","Onobrychis viciifolia","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N","0",NA,0,469,885.4,9.29500012397766,438
"178","Ononis_spinosa",54689,1228,519,792.969920825029,763,519,145,282.313957102891,251,13.6125001907349,7.14583349227905,9.77924133452351,9.64583301544189,63.434,-43.623403,48.3011948210664,48.53914,55.651104,40.40885122,"Ononis spinosa",1,1,4,8.29e+12,2.82e+13,43.93164544,"Trifolieae","Ononis","Papilionoideae","Trifolieae","1",43.93164544,1,0,3,"Ononis spinosa","Ononis spinosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N","0",NA,0,3247,709,6.46666669845585,374
"179","Ornithopus_compressus",6700,1174.15,413,695.837910447761,643,363,117,193.416567164179,173,17.375,10.6708335876465,14.1875205284802,14.5666666030884,49.90902,-43.066667,39.3755363643582,40.28,45.0368725,37.0310032,"Ornithopus compressus",1,1,4,1.83e+13,7.57e+12,37.85351828,"Loteae","Ornithopus","Papilionoideae","Loteae","1",37.85351828,0,1,3,"Ornithopus compressus","Ornithopus compressus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,293,761.149999999998,6.7041664123535,246
"180","Ornithopus_perpusillus",23911,1082,582,797.382125381623,784,573,160,294.342854753043,256,11.9187502861023,7.67916679382324,9.68621520212666,9.64166641235352,59.37024,-45.19572,50.0252395825687,51.37659,55.938225,43.39142,"Ornithopus perpusillus",1,1,9,9.53e+12,5.53e+12,45.71810203,"Loteae","Ornithopus","Papilionoideae","Loteae","1",45.71810203,0,1,2,"Ornithopus perpusillus","Ornithopus perpusillus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,101,500,4.23958349227906,413
"181","Ornithopus_pinnatus",1728,1397.65,484,786.344328703704,682,373.3,117.35,205.87037037037,186,17.8943753242493,11.4056254863739,14.8768277320045,14.9791669845581,53.5675,-43.00746,34.663239933912,39.534825,47.063989,-34.9895138,"Ornithopus pinnatus",1,1,5,1.11e+13,5.75e+12,39.18209087,"Loteae","Ornithopus","Papilionoideae","Loteae","1",39.18209087,0,1,0,"Ornithopus pinnatus","Ornithopus pinnatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,127,913.65,6.48874983787535,255.95
"182","Ornithopus_sativus",1437,1359.2,484.8,738.477383437717,693,436,115,222.002783576896,201,17.8841667175293,7.69583320617676,12.1047755714581,10.5208330154419,59.15,-40.472944,41.8250251846207,47.924877,53.424962,-29.706953,"Ornithopus sativus",1,1,13,2.37e+13,3.97e+12,25.8039385,"Loteae","Ornithopus","Papilionoideae","Loteae","1",25.8039385,0,0,3,"Ornithopus sativus","Ornithopus sativus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,7642,874.4,10.1883335113526,321
"183","Pachyrhizus_erosus",675,2786.1,802.4,1529.1437037037,1426,491,148.7,268.407407407407,232,27.0095834732056,17.9066675186157,23.2201604829011,23.6041660308838,30.27,-27.506738,16.0067549982222,17.80889,24.7446583,1.0675267,"Pachyrhizus erosus",1,1,55,2.91e+13,1.33e+12,8.73780415,"Phaseoleae","Pachyrhizus","Papilionoideae","Phaseoleae","1",8.73780415,1,0,7,"Pachyrhizus erosus","Pachyrhizus erosus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N","0",NA,0,365,1983.7,9.10291595458987,342.3
"184","Paraserianthes_lophantha",1156,1564.25,475.75,934.567474048443,853,437.5,117,258.510380622837,264.5,18.0562496185303,12.0333335399628,15.0536656486947,14.8708333969116,51.412079,-45.894795,-28.0051838878028,-34.7652335,28.126700775,-41.35348975,"Paraserianthes lophantha",1,1,13,1.34e+13,8.37e+12,-10.04267138,"Ingeae","Paraserianthes","Caesalpinioideae","Ingeae","1",10.04267138,1,0,4,"Paraserianthes lophantha","Paraserianthes lophantha","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,217,1088.5,6.0229160785675,320.5
"185","Parkinsonia_aculeata",14042,1030,246,613.870816123059,575,219,39,95.4797037459051,65,27.7458324432373,17.0543750762939,23.9653447485602,25.6374988555908,42.34304,-40.836952,-2.88282186728386,-16.325005,34.483513,-22.655375,"Parkinsonia aculeata",1,1,26,4.25e+13,1.76e+13,10.47457552,"Caesalpinieae","Parkinsonia","Caesalpinioideae","Caesalpinieae","0",10.47457552,1,0,6,"Parkinsonia aculeata","Parkinsonia aculeata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N","0",NA,0,1250,784,10.6914573669434,180
"186","Peltophorum_pterocarpum",420,2728.1,728.85,1425.72857142857,1259.5,312.05,71,171.52619047619,143,28.3372922897339,20.9143743515015,25.8857440221877,26.8937501907348,27.248861,-27.88058,5.01288858571429,10.538977,23.187412,-23.12278315,"Peltophorum pterocarpum",1,1,32,2e+13,8.83e+12,2.53227517,"Caesalpinieae","Peltophorum","Caesalpinioideae","Caesalpinieae","0",2.53227517,1,0,7,"Peltophorum pterocarpum","Peltophorum pterocarpum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,3,0,"Y","N","0",NA,0,270,1999.25,7.4229179382324,241.05
